trialsSoundtest.thisRepN,trialsSoundtest.thisTrialN,trialsSoundtest.thisN,trialsSoundtest.thisIndex,env_grating.started,env_grating.stopped,TextWelcome.started,TextWelcome.stopped,env_grating_2.started,env_grating_2.stopped,textReady.started,textReady.stopped,key_resp_ready.keys,key_resp_ready.rt,key_resp_ready.started,key_resp_ready.stopped,env_grating_4.started,env_grating_4.stopped,ThousandHzSound.started,ThousandHzSound.stopped,ResponseTime.keys,ResponseTime.rt,ResponseTime.started,ResponseTime.stopped,env_grating_5.started,env_grating_5.stopped,random_duration,text.started,text.stopped,env_grating_3.started,env_grating_3.stopped,textEnd.started,textEnd.stopped,participant,gender,date,expName,psychopyVersion,frameRate,
,,,,59.92987638764316,None,59.92987638764316,None,64.92918561131228,None,64.92918561131228,None,v,12.517345491214655,64.92918561131228,None,,,,,,,,,,,,,,,,,,13,M,2019_Sep_26_1519,aPVT,3.2.3,60.45383055872336,
0,0,0,0,,,,,,,,,,,,,77.46492369112093,None,77.46351112494013,77.71346795145655,space,0.645517963974271,77.46492369112093,None,78.12993734376505,None,5,78.12993734376505,None,,,,,13,M,2019_Sep_26_1519,aPVT,3.2.3,60.45383055872336,
1,0,1,0,,,,,,,,,,,,,83.13011450017802,None,83.13018389021745,83.38047048653243,space,0.5564386108308099,83.13011450017802,None,83.70882306084968,None,3,83.70882306084968,None,,,,,13,M,2019_Sep_26_1519,aPVT,3.2.3,60.45383055872336,
2,0,2,0,,,,,,,,,,,,,86.72408752155025,None,86.72282399887918,86.97260366886621,space,0.5942068500444293,86.72408752155025,None,87.33957947429735,None,3,87.33957947429735,None,,,,,13,M,2019_Sep_26_1519,aPVT,3.2.3,60.45383055872336,
3,0,3,0,,,,,,,,,,,,,90.3395339580602,None,90.33960647169734,90.5895003786427,space,0.45054992131190374,90.3395339580602,None,90.8058494652505,None,3,90.8058494652505,None,,,,,13,M,2019_Sep_26_1519,aPVT,3.2.3,60.45383055872336,
4,0,4,0,,,,,,,,,,,,,93.80629436444724,None,93.80636152327061,94.05637903808383,space,0.4319502783473581,93.80629436444724,None,94.25630344537785,None,5,94.25630344537785,None,,,,,13,M,2019_Sep_26_1519,aPVT,3.2.3,60.45383055872336,
5,0,5,0,,,,,,,,,,,,,99.25635253154906,None,99.25641924409429,None,space,0.5017525994335301,99.25635253154906,None,99.80714757135138,None,3,99.80714757135138,None,,,,,13,M,2019_Sep_26_1519,aPVT,3.2.3,60.45383055872336,
6,0,6,0,,,,,,,,,,,,,102.80826227366924,None,102.8079786894843,103.05811445735162,space,0.6135771457920782,102.80826227366924,None,103.4413239522255,None,5,103.4413239522255,None,,,,,13,M,2019_Sep_26_1519,aPVT,3.2.3,60.45383055872336,
7,0,7,0,,,,,,,,,,,,,108.44158455519937,None,108.44172177334549,108.69158444361528,space,0.46021007985109463,108.44158455519937,None,108.9253542125225,None,3,108.9253542125225,None,,,,,13,M,2019_Sep_26_1519,aPVT,3.2.3,60.45383055872336,
8,0,8,0,,,,,,,,,,,,,111.92536759964423,None,111.92545751661528,None,space,0.6724082612781785,111.92536759964423,None,112.62566305376822,None,1,112.62566305376822,None,,,,,13,M,2019_Sep_26_1519,aPVT,3.2.3,60.45383055872336,
