trialsSoundtest.thisRepN,trialsSoundtest.thisTrialN,trialsSoundtest.thisN,trialsSoundtest.thisIndex,env_grating.started,env_grating.stopped,TextWelcome.started,TextWelcome.stopped,env_grating_2.started,env_grating_2.stopped,textReady.started,textReady.stopped,key_resp_ready.keys,key_resp_ready.rt,key_resp_ready.started,key_resp_ready.stopped,env_grating_4.started,env_grating_4.stopped,ThousandHzSound.started,ThousandHzSound.stopped,ResponseTime.keys,ResponseTime.started,ResponseTime.stopped,env_grating_5.started,env_grating_5.stopped,random_duration,text.started,text.stopped,ResponseTime.rt,env_grating_3.started,env_grating_3.stopped,textEnd.started,textEnd.stopped,participant,gender,date,expName,psychopyVersion,frameRate,
33,0,33,0,,,,,,,,,,,,,155.06070251076017,None,155.06070251076017,155.30924993252847,space,155.06070251076017,None,155.5449098587269,None,6,155.5449098587269,None,0.46332333283498883,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
34,0,34,0,,,,,,,,,,,,,161.5412573076319,None,161.5412573076319,161.80634550529066,space,161.5412573076319,None,161.97627118148375,None,2,161.97627118148375,None,0.40807886235415936,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
35,0,35,0,,,,,,,,,,,,,163.97529276751447,None,163.97529276751447,164.23867977201007,space,163.97529276751447,None,164.44156228250358,None,5,164.44156228250358,None,0.4372164906235412,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
36,0,36,0,,,,,,,,,,,,,169.4423678421881,None,169.4423678421881,169.69111656257883,space,169.4423678421881,None,169.9605443526525,None,3,169.9605443526525,None,0.481853392557241,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
37,0,37,0,,,,,,,,,,,,,172.95538424910046,None,172.95538424910046,173.21894301392604,space,172.95538424910046,None,173.388439471717,None,6,173.388439471717,None,0.40852740849368274,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
38,0,38,0,,,,,,,,,,,,,179.3866456518881,None,179.3866456518881,179.65162298933137,space,179.3866456518881,None,179.80282678862568,None,5,179.80282678862568,None,0.3852737571578473,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
39,0,39,0,,,,,,,,,,,,,184.80096222262364,None,184.80096222262364,185.06510519143194,space,184.80096222262364,None,185.21788838354405,None,2,185.21788838354405,None,0.3959177928045392,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
40,0,40,0,,,,,,,,,,,,,187.2174493188504,None,187.2174493188504,187.49806778738275,space,187.2174493188504,None,187.66771339590196,None,5,187.66771339590196,None,0.41846543992869556,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
41,0,41,0,,,,,,,,,,,,,192.66490834159777,None,192.66490834159777,192.92899879766628,space,192.66490834159777,None,193.09865388763137,None,3,193.09865388763137,None,0.4123046773020178,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
42,0,42,0,,,,,,,,,,,,,196.09619308344554,None,196.09619308344554,196.34443235769868,space,196.09619308344554,None,196.53105780668557,None,4,196.53105780668557,None,0.40520707331597805,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
43,0,43,0,,,,,,,,,,,,,200.5290160102304,None,200.5290160102304,200.79287234705407,space,200.5290160102304,None,200.96335451223422,None,1,200.96335451223422,None,0.4121183301322162,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
44,0,44,0,,,,,,,,,,,,,201.9643672053935,None,201.9643672053935,202.22588235046715,space,201.9643672053935,None,202.42915761226323,None,4,202.42915761226323,None,0.4394894888391718,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
45,0,45,0,,,,,,,,,,,,,206.43184560677037,None,206.43184560677037,206.6909747052705,space,206.43184560677037,None,206.8938152785413,None,1,206.8938152785413,None,0.4364364579087123,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
46,0,46,0,,,,,,,,,,,,,207.89655359787866,None,207.89655359787866,208.1736978397239,space,207.89655359787866,None,208.34314433741383,None,4,208.34314433741383,None,0.42064763489179313,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
47,0,47,0,,,,,,,,,,,,,212.34142819268163,None,212.34142819268163,212.58902965625748,space,212.34142819268163,None,212.79257003427483,None,3,212.79257003427483,None,0.4306914210319519,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
48,0,48,0,,,,,,,,,,,,,215.79051292163786,None,215.79051292163786,216.0544990815688,space,215.79051292163786,None,216.2113264821237,None,1,216.2113264821237,None,0.3977342222351581,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
49,0,49,0,,,,,,,,,,,,,217.21072696195915,None,217.21072696195915,217.4706266116118,space,217.21072696195915,None,217.6430090807844,None,4,217.6430090807844,None,0.40221785998437554,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
50,0,50,0,,,,,,,,,,,,,221.63920810830314,None,221.63920810830314,221.88569258258212,space,221.63920810830314,None,222.08913996943738,None,6,222.08913996943738,None,0.4211249900981784,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
51,0,51,0,,,,,,,,,,,,,228.09087325364817,None,228.09087325364817,228.35077326803003,space,228.09087325364817,None,228.50532183551695,None,2,228.50532183551695,None,0.39288591290824115,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
52,0,52,0,,,,,,,,,,,,,230.50379568478093,None,230.50379568478093,230.76618677098304,space,230.50379568478093,None,230.95313641312532,None,5,230.95313641312532,None,0.4205761592602357,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
53,0,53,0,,,,,,,,,,,,,235.95046811073553,None,235.95046811073553,236.19759586581495,space,235.95046811073553,None,236.43415215495043,None,5,236.43415215495043,None,0.45386739738751203,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
54,0,54,0,,,,,,,,,,,,,241.4324134006165,None,241.4324134006165,241.69569209753536,space,241.4324134006165,None,241.8816695251735,None,5,241.8816695251735,None,0.4213215480558574,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
55,0,55,0,,,,,,,,,,,,,246.87976338644512,None,246.87976338644512,247.12714240024798,space,246.87976338644512,None,247.2807508443948,None,5,247.2807508443948,None,0.37312180432491004,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
56,0,56,0,,,,,,,,,,,,,252.28279409953393,None,252.28279409953393,252.55856462335214,space,252.28279409953393,None,252.67883113992866,None,6,252.67883113992866,None,0.3772236309014261,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
57,0,57,0,,,,,,,,,,,,,258.6801501571899,None,258.6801501571899,258.9587939288467,space,258.6801501571899,None,259.1266511876602,None,4,259.1266511876602,None,0.4276212506229058,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
58,0,58,0,,,,,,,,,,,,,263.12451202375814,None,263.12451202375814,263.3884226967348,space,263.12451202375814,None,263.55768685869407,None,6,263.55768685869407,None,0.4075628521386534,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
59,0,59,0,,,,,,,,,,,,,269.55660961871035,None,269.55660961871035,269.8194802481448,space,269.55660961871035,None,270.0566076129908,None,6,270.0566076129908,None,0.47939915233291686,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
60,0,60,0,,,,,,,,,,,,,276.05326977348886,None,276.05326977348886,276.30069145397283,space,276.05326977348886,None,276.5050654713996,None,2,276.5050654713996,None,0.43090584804303944,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
61,0,61,0,,,,,,,,,,,,,278.50378693267703,None,278.50378693267703,278.76631477079354,space,278.50378693267703,None,278.97432638774626,None,6,278.97432638774626,None,0.445142263895832,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
62,0,62,0,,,,,,,,,,,,,284.9671631428646,None,284.9671631428646,285.2308101581875,space,284.9671631428646,None,285.43457407993264,None,4,285.43457407993264,None,0.4371581431478262,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
63,0,63,0,,,,,,,,,,,,,289.43575598078314,None,289.43575598078314,289.69597398873884,space,289.43575598078314,None,289.9001251917798,None,3,289.9001251917798,None,0.4320042389445007,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
64,0,64,0,,,,,,,,,,,,,292.89791382302064,None,292.89791382302064,293.1780202925438,space,292.89791382302064,None,293.3480911081424,None,4,293.3480911081424,None,0.4178112189983949,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
65,0,65,0,,,,,,,,,,,,,297.34586296451744,None,297.34586296451744,297.60961427586153,space,297.34586296451744,None,297.7470291113714,None,5,297.7470291113714,None,0.37037218012847006,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
66,0,66,0,,,,,,,,,,,,,302.7481490180362,None,302.7481490180362,303.00794510089327,space,302.7481490180362,None,303.1626373491017,None,3,303.1626373491017,None,0.39264304155949503,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
67,0,67,0,,,,,,,,,,,,,306.1637339167064,None,306.1637339167064,306.4236911844928,space,306.1637339167064,None,306.5970403980464,None,3,306.5970403980464,None,0.4004295102786273,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
68,0,68,0,,,,,,,,,,,,,309.5921556215035,None,309.5921556215035,309.85569943476,space,309.5921556215035,None,310.0250584112946,None,2,310.0250584112946,None,0.4125019647181034,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
69,0,69,0,,,,,,,,,,,,,312.0243680878775,None,312.0243680878775,312.28866093675606,space,312.0243680878775,None,312.4595329358708,None,2,312.4595329358708,None,0.4121927231317386,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
70,0,70,0,,,,,,,,,,,,,314.45794150885195,None,314.45794150885195,314.7206458480796,space,314.45794150885195,None,314.8740573694231,None,1,314.8740573694231,None,0.3951680278405547,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
71,0,71,0,,,,,,,,,,,,,315.87294803839177,None,315.87294803839177,316.1201501863543,space,315.87294803839177,None,316.3235939264996,None,6,316.3235939264996,None,0.4189602992264554,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
72,0,72,0,,,,,,,,,,,,,322.3206371689448,None,322.3206371689448,322.5846116594039,space,322.3206371689448,None,322.7542138719,None,2,322.7542138719,None,0.41236120148096234,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
73,0,73,0,,,,,,,,,,,,,324.75377626600675,None,324.75377626600675,325.01739301357884,space,324.75377626600675,None,325.15479253290687,None,3,325.15479253290687,None,0.37031966750510037,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
74,0,74,0,,,,,,,,,,,,,328.1526478989981,None,328.1526478989981,328.3993187204469,space,328.1526478989981,None,328.5526653303532,None,5,328.5526653303532,None,0.3790108865359798,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
75,0,75,0,,,,,,,,,,,,,333.5539281881647,None,333.5539281881647,333.8189284999389,space,333.5539281881647,None,333.9544984616805,None,5,333.9544984616805,None,0.3708174442872405,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
76,0,76,0,,,,,,,,,,,,,338.9491283071693,None,338.9491283071693,339.21235886751674,space,338.9491283071693,None,339.3324634699384,None,5,339.3324634699384,None,0.35868372512049973,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
77,0,77,0,,,,,,,,,,,,,344.32962085457984,None,344.32962085457984,344.5772894176189,space,344.32962085457984,None,344.71313288307283,None,3,344.71313288307283,None,0.3545064114732668,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
78,0,78,0,,,,,,,,,,,,,347.71202026994433,None,347.71202026994433,347.9593321841676,space,347.71202026994433,None,348.0959184857784,None,1,348.0959184857784,None,0.3639514067908749,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
79,0,79,0,,,,,,,,,,,,,349.0947934737196,None,349.0947934737196,349.35892440832686,space,349.0947934737196,None,349.53490655112546,None,4,349.53490655112546,None,0.40601627971045673,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
80,0,80,0,,,,,,,,,,,,,353.5479431973072,None,353.5479431973072,353.8072422328405,space,353.5479431973072,None,353.99376922054216,None,1,353.99376922054216,None,0.41653559752739966,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
81,0,81,0,,,,,,,,,,,,,354.9927911711857,None,354.9927911711857,355.25684917147737,space,354.9927911711857,None,355.4262810823275,None,6,355.4262810823275,None,0.40322508302051574,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
82,0,82,0,,,,,,,,,,,,,361.4247188291047,None,361.4247188291047,361.67388983932324,space,361.4247188291047,None,361.857756547397,None,2,361.857756547397,None,0.4118360743159428,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
83,0,83,0,,,,,,,,,,,,,363.8569834436057,None,363.8569834436057,364.1203037131345,space,363.8569834436057,None,364.2571879514726,None,3,364.2571879514726,None,0.37885006645228714,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
84,0,84,0,,,,,,,,,,,,,367.2557770368876,None,367.2557770368876,367.51916768809315,space,367.2557770368876,None,367.7219768995419,None,5,367.7219768995419,None,0.4448384924326092,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
85,0,85,0,,,,,,,,,,,,,372.7199755816255,None,372.7199755816255,372.9842779119499,space,372.7199755816255,None,373.15409783343785,None,5,373.15409783343785,None,0.40428737143520266,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
86,0,86,0,,,,,,,,,,,,,378.1520884927595,None,378.1520884927595,378.4154762265971,space,378.1520884927595,None,378.58892134879716,None,5,378.58892134879716,None,0.4036141876131296,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
87,0,87,0,,,,,,,,,,,,,383.5837532223668,None,383.5837532223668,383.8474986990914,space,383.5837532223668,None,384.05215023166966,None,3,384.05215023166966,None,0.44481223612092435,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
88,0,88,0,,,,,,,,,,,,,387.0473712098319,None,387.0473712098319,387.31242841039784,space,387.0473712098319,None,387.5715031728614,None,4,387.5715031728614,None,0.49304005957674235,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
89,0,89,0,,,,,,,,,,,,,391.57974766916595,None,391.57974766916595,391.84425676823594,space,391.57974766916595,None,391.98053747497033,None,3,391.98053747497033,None,0.37576822645496577,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
90,0,90,0,,,,,,,,,,,,,None,None,None,None,space,None,None,394.98313721909653,394.98313721909653,6,394.98313721909653,394.98313721909653,-1.1747360597364604,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
91,0,91,0,,,,,,,,,,,,,None,None,None,None,space,None,None,400.9810137361055,400.9810137361055,2,400.9810137361055,400.9810137361055,-5.534038632642478,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
92,0,92,0,,,,,,,,,,,,,None,None,None,None,space,None,None,402.9804907969665,402.9804907969665,5,402.9804907969665,402.9804907969665,-1.5962107699597254,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
93,0,93,0,,,,,,,,,,,,,None,None,None,None,space,None,None,407.98435011692345,407.98435011692345,4,407.98435011692345,407.98435011692345,-4.5270894499262795,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
94,0,94,0,,,,,,,,,,,,,None,None,None,None,space,None,None,411.9984964588657,411.9984964588657,3,411.9984964588657,411.9984964588657,-3.6051291794283316,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
95,0,95,0,,,,,,,,,,,,,None,None,None,None,space,None,None,415.0096218610415,415.0096218610415,4,415.0096218610415,415.0096218610415,-2.593730638269335,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
96,0,96,0,,,,,,,,,,,,,None,None,None,None,space,None,None,419.0080617958447,419.0080617958447,3,419.0080617958447,419.0080617958447,-3.569086493807845,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
97,0,97,0,,,,,,,,,,,,,None,None,None,None,space,None,None,422.0072358145844,422.0072358145844,4,422.0072358145844,422.0072358145844,-2.5924805438844487,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
98,0,98,0,,,,,,,,,,,,,None,None,None,None,space,None,None,426.0049784971634,426.0049784971634,2,426.0049784971634,426.0049784971634,-3.54225286107976,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
99,0,99,0,,,,,,,,,,,,,None,None,None,None,space,None,None,428.0042407665169,428.0042407665169,4,428.0042407665169,428.0042407665169,-1.5735533566912636,,,,,09,m,2019_Sep_23_1339,aPVT,3.1.2,59.941920330855005,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.00519620615523,None,432.00519620615523,None,,,,,,,
