trialsSoundtest.thisRepN,trialsSoundtest.thisTrialN,trialsSoundtest.thisN,trialsSoundtest.thisIndex,env_grating.started,env_grating.stopped,TextWelcome.started,TextWelcome.stopped,env_grating_2.started,env_grating_2.stopped,textReady.started,textReady.stopped,key_resp_ready.keys,key_resp_ready.rt,key_resp_ready.started,key_resp_ready.stopped,env_grating_4.started,env_grating_4.stopped,ThousandHzSound.started,ThousandHzSound.stopped,ResponseTime.keys,ResponseTime.rt,ResponseTime.started,ResponseTime.stopped,env_grating_5.started,env_grating_5.stopped,random_duration,text.started,text.stopped,env_grating_3.started,env_grating_3.stopped,textEnd.started,textEnd.stopped,participant,gender,date,expName,psychopyVersion,frameRate,
,,,,22.626256009231838,None,22.626256009231838,None,27.61025281055572,None,27.61025281055572,None,v,20.917615344007118,27.61025281055572,None,,,,,,,,,,,,,,,,,,25,,2021_May_04_1439,aPVT,3.2.3,60.04402300020666,
0,0,0,0,,,,,,,,,,,,,48.546578268725625,None,48.54662793567159,48.797170992183055,space,0.3292521353887423,48.546578268725625,None,48.89977674417787,None,4,48.89977674417787,None,,,,,25,,2021_May_04_1439,aPVT,3.2.3,60.04402300020666,
1,0,1,0,,,,,,,,,,,,,52.914176142284305,None,52.91385007186782,53.16422801813724,space,0.40146243050321573,52.914176142284305,None,53.36391413017918,None,2,53.36391413017918,None,,,,,25,,2021_May_04_1439,aPVT,3.2.3,60.04402300020666,
2,0,2,0,,,,,,,,,,,,,55.36595837347704,None,55.36390355419881,None,space,0.32577143298294686,55.36595837347704,None,55.73060211242955,None,1,55.73060211242955,None,,,,,25,,2021_May_04_1439,aPVT,3.2.3,60.04402300020666,
3,0,3,0,,,,,,,,,,,,,56.73050215379635,None,56.7305268310839,56.98046701208932,space,0.3452584577721609,56.73050215379635,None,57.11394570193488,None,3,57.11394570193488,None,,,,,25,,2021_May_04_1439,aPVT,3.2.3,60.04402300020666,
4,0,4,0,,,,,,,,,,,,,60.11400996105658,None,60.11404936439258,60.3639957928126,space,0.3696568429045328,60.11400996105658,None,60.530824074144675,None,4,60.530824074144675,None,,,,,25,,2021_May_04_1439,aPVT,3.2.3,60.04402300020666,
5,0,5,0,,,,,,,,,,,,,64.5310445186301,None,64.53101252294263,64.78093351546067,space,0.36829892272271536,64.5310445186301,None,64.93029938056907,None,6,64.93029938056907,None,,,,,25,,2021_May_04_1439,aPVT,3.2.3,60.04402300020666,
6,0,6,0,,,,,,,,,,,,,70.93095580534327,None,70.93091176107063,71.1809501157336,space,0.3766294038136948,70.93095580534327,None,71.34784087121079,None,6,71.34784087121079,None,,,,,25,,2021_May_04_1439,aPVT,3.2.3,60.04402300020666,
7,0,7,0,,,,,,,,,,,,,77.35297847721085,None,77.34984419394331,None,space,0.3305913133267495,77.35297847721085,None,77.70271276128142,None,5,77.70271276128142,None,,,,,25,,2021_May_04_1439,aPVT,3.2.3,60.04402300020666,
8,0,8,0,,,,,,,,,,,,,82.7171362565582,None,82.71720332701634,82.96796147308714,space,0.35056251274590977,82.7171362565582,None,83.10157849854113,None,2,83.10157849854113,None,,,,,25,,2021_May_04_1439,aPVT,3.2.3,60.04402300020666,
