trialsSoundtest.thisRepN,trialsSoundtest.thisTrialN,trialsSoundtest.thisN,trialsSoundtest.thisIndex,env_grating.started,env_grating.stopped,TextWelcome.started,TextWelcome.stopped,env_grating_2.started,env_grating_2.stopped,textReady.started,textReady.stopped,key_resp_ready.keys,key_resp_ready.rt,key_resp_ready.started,key_resp_ready.stopped,env_grating_4.started,env_grating_4.stopped,ThousandHzSound.started,ThousandHzSound.stopped,ResponseTime.keys,ResponseTime.rt,ResponseTime.started,ResponseTime.stopped,env_grating_5.started,env_grating_5.stopped,random_duration,text.started,text.stopped,env_grating_3.started,env_grating_3.stopped,textEnd.started,textEnd.stopped,participant,gender,date,expName,psychopyVersion,frameRate,
,,,,13.93281111806209,None,13.93281111806209,None,18.916781423726206,None,18.916781423726206,None,v,2.7259391708757903,18.916781423726206,None,,,,,,,,,,,,,,,,,,18,f,2021_Apr_09_1231,aPVT,3.2.3,60.05230873921057,
0,0,0,0,,,,,,,,,,,,,21.68422233983074,None,21.666703198532197,21.916415510097067,space,0.5929849002623087,21.68422233983074,None,22.31644879931264,None,4,22.31644879931264,None,,,,,18,f,2021_Apr_09_1231,aPVT,3.2.3,60.05230873921057,
1,0,1,0,,,,,,,,,,,,,26.317202492140495,None,26.31699017298852,None,space,-0.9838440208368411,26.317202492140495,None,26.334749389325225,None,2,26.334749389325225,None,,,,,18,f,2021_Apr_09_1231,aPVT,3.2.3,60.05230873921057,
2,0,2,0,,,,,,,,,,,,,28.350490815122612,None,28.350420845295595,None,space,0.6386303942126688,28.350490815122612,None,29.02129126457112,None,3,29.02129126457112,None,,,,,18,f,2021_Apr_09_1231,aPVT,3.2.3,60.05230873921057,
3,0,3,0,,,,,,,,,,,,,32.03476357963518,None,32.03478865810539,None,space,0.5141532714005734,32.03476357963518,None,32.57119340498684,None,3,32.57119340498684,None,,,,,18,f,2021_Apr_09_1231,aPVT,3.2.3,60.05230873921057,
4,0,4,0,,,,,,,,,,,,,35.5866238041981,None,35.584883126295246,None,space,0.37024568868946517,35.5866238041981,None,35.984762821033655,None,3,35.984762821033655,None,,,,,18,f,2021_Apr_09_1231,aPVT,3.2.3,60.05230873921057,
5,0,5,0,,,,,,,,,,,,,38.9851452453986,None,38.98482092097729,39.234987500925854,space,0.5237491331863566,38.9851452453986,None,39.53736558252058,None,2,39.53736558252058,None,,,,,18,f,2021_Apr_09_1231,aPVT,3.2.3,60.05230873921057,
6,0,6,0,,,,,,,,,,,,,41.55416994278312,None,41.551711270943635,41.80173550156542,space,0.37039517779339803,41.55416994278312,None,41.95156151409719,None,5,41.95156151409719,None,,,,,18,f,2021_Apr_09_1231,aPVT,3.2.3,60.05230873921057,
7,0,7,0,,,,,,,,,,,,,46.95245800248631,None,46.952233188723405,47.20228642469374,space,0.5080170783494395,46.95245800248631,None,47.48547099777534,None,6,47.48547099777534,None,,,,,18,f,2021_Apr_09_1231,aPVT,3.2.3,60.05230873921057,
8,0,8,0,,,,,,,,,,,,,53.49334260314572,None,53.49057825955388,None,space,0.41522227467976336,53.49334260314572,None,53.93989377795151,None,6,53.93989377795151,None,,,,,18,f,2021_Apr_09_1231,aPVT,3.2.3,60.05230873921057,
9,0,9,0,,,,,,,,,,,,,59.94036321836211,None,59.94035349041369,60.19059191437918,space,0.45600245608329715,59.94036321836211,None,60.4276437036533,None,5,60.4276437036533,None,,,,,18,f,2021_Apr_09_1231,aPVT,3.2.3,60.05230873921057,
10,0,10,0,,,,,,,,,,,,,65.4401691056446,None,65.44019061422622,65.69071105942749,space,0.3800771631522366,65.4401691056446,None,65.84450500364619,None,6,65.84450500364619,None,,,,,18,f,2021_Apr_09_1231,aPVT,3.2.3,60.05230873921057,
11,0,11,0,,,,,,,,,,,,,71.86037806910099,None,71.85794081659478,None,space,0.49614318110980093,71.86037806910099,None,72.39136604482155,None,6,72.39136604482155,None,,,,,18,f,2021_Apr_09_1231,aPVT,3.2.3,60.05230873921057,
12,0,12,0,,,,,,,,,,,,,78.39358026851005,None,78.39194579480463,None,space,0.4742588687204261,78.39358026851005,None,78.90868313039937,None,3,78.90868313039937,None,,,,,18,f,2021_Apr_09_1231,aPVT,3.2.3,60.05230873921057,
13,0,13,0,,,,,,,,,,,,,81.9083082920497,None,81.90814327392727,None,space,0.45545001575192146,81.9083082920497,None,82.40913382889448,None,1,82.40913382889448,None,,,,,18,f,2021_Apr_09_1231,aPVT,3.2.3,60.05230873921057,
14,0,14,0,,,,,,,,,,,,,83.41028065575301,None,83.40924636964664,83.6590987993568,space,0.40931812441704096,83.41028065575301,None,83.84548404571979,None,5,83.84548404571979,None,,,,,18,f,2021_Apr_09_1231,aPVT,3.2.3,60.05230873921057,
15,0,15,0,,,,,,,,,,,,,88.86156639592082,None,88.85947765383352,89.10953669087394,space,0.36599171964189736,88.86156639592082,None,89.27613136477703,None,2,89.27613136477703,None,,,,,18,f,2021_Apr_09_1231,aPVT,3.2.3,60.05230873921057,
16,0,16,0,,,,,,,,,,,,,91.27773781485303,None,91.2762238249048,91.526247163054,space,0.3497183803756343,91.27773781485303,None,91.66433805778433,None,2,91.66433805778433,None,,,,,18,f,2021_Apr_09_1231,aPVT,3.2.3,60.05230873921057,
