trialsSoundtest.thisRepN,trialsSoundtest.thisTrialN,trialsSoundtest.thisN,trialsSoundtest.thisIndex,env_grating.started,env_grating.stopped,TextWelcome.started,TextWelcome.stopped,env_grating_2.started,env_grating_2.stopped,textReady.started,textReady.stopped,key_resp_ready.keys,key_resp_ready.rt,key_resp_ready.started,key_resp_ready.stopped,env_grating_4.started,env_grating_4.stopped,ThousandHzSound.started,ThousandHzSound.stopped,ResponseTime.keys,ResponseTime.rt,ResponseTime.started,ResponseTime.stopped,env_grating_5.started,env_grating_5.stopped,random_duration,text.started,text.stopped,env_grating_3.started,env_grating_3.stopped,textEnd.started,textEnd.stopped,participant,gender,date,expName,psychopyVersion,frameRate,
,,,,22.31184773087216,None,22.31184773087216,None,27.2956664808803,None,27.2956664808803,None,v,4.759470968933783,27.2956664808803,None,,,,,,,,,,,,,,,,,,23,Male,2021_May_03_1010,aPVT,3.2.3,59.98680300874955,
0,0,0,0,,,,,,,,,,,,,32.08137614478301,None,32.07875731784193,32.328713519003486,space,0.45761999386877505,32.08137614478301,None,32.56405496475327,None,6,32.56405496475327,None,,,,,23,Male,2021_May_03_1010,aPVT,3.2.3,59.98680300874955,
1,0,1,0,,,,,,,,,,,,,38.57986493982162,None,38.579350152860705,38.83071737722821,space,0.3831927590676969,38.57986493982162,None,38.980575895600396,None,5,38.980575895600396,None,,,,,23,Male,2021_May_03_1010,aPVT,3.2.3,59.98680300874955,
2,0,2,0,,,,,,,,,,,,,43.98393298844621,None,43.98219638569221,None,space,0.3229034234491337,43.98393298844621,None,44.33153645790344,None,3,44.33153645790344,None,,,,,23,Male,2021_May_03_1010,aPVT,3.2.3,59.98680300874955,
3,0,3,0,,,,,,,,,,,,,47.33558344381572,None,47.33265224614629,None,space,0.3235107613945729,47.33558344381572,None,47.69927088209488,None,1,47.69927088209488,None,,,,,23,Male,2021_May_03_1010,aPVT,3.2.3,59.98680300874955,
4,0,4,0,,,,,,,,,,,,,48.69984028930867,None,48.69971908946595,None,space,0.45519956696489317,48.69984028930867,None,49.184686069648706,None,4,49.184686069648706,None,,,,,23,Male,2021_May_03_1010,aPVT,3.2.3,59.98680300874955,
5,0,5,0,,,,,,,,,,,,,53.18556204642118,None,53.18381294883752,53.43390079194887,space,0.31413874704549016,53.18556204642118,None,53.520622492388156,None,5,53.520622492388156,None,,,,,23,Male,2021_May_03_1010,aPVT,3.2.3,59.98680300874955,
6,0,6,0,,,,,,,,,,,,,58.52180994740138,None,58.5196993922606,58.76982695107881,space,0.3290535568539781,58.52180994740138,None,58.88650991308532,None,4,58.88650991308532,None,,,,,23,Male,2021_May_03_1010,aPVT,3.2.3,59.98680300874955,
7,0,7,0,,,,,,,,,,,,,62.88838502994531,None,62.886764450604595,63.136749657619475,space,0.3546550155360819,62.88838502994531,None,63.287124480181774,None,3,63.287124480181774,None,,,,,23,Male,2021_May_03_1010,aPVT,3.2.3,59.98680300874955,
8,0,8,0,,,,,,,,,,,,,66.29058911780703,None,66.28716392814218,66.53680017242868,space,0.3282422854467768,66.29058911780703,None,66.63660886766957,None,6,66.63660886766957,None,,,,,23,Male,2021_May_03_1010,aPVT,3.2.3,59.98680300874955,
9,0,9,0,,,,,,,,,,,,,72.64047244734002,None,72.6385457446851,72.888464015115,space,0.322233611358115,72.64047244734002,None,72.98857392498712,None,6,72.98857392498712,None,,,,,23,Male,2021_May_03_1010,aPVT,3.2.3,59.98680300874955,
10,0,10,0,,,,,,,,,,,,,78.99088859208723,None,78.98970310054725,79.23984583165793,space,0.30791498339749523,78.99088859208723,None,79.32725564018801,None,2,79.32725564018801,None,,,,,23,Male,2021_May_03_1010,aPVT,3.2.3,59.98680300874955,
11,0,11,0,,,,,,,,,,,,,81.34303080823247,None,81.34060565114365,81.59017495884518,space,0.3878078134630414,81.34303080823247,None,81.75923579839946,None,1,81.75923579839946,None,,,,,23,Male,2021_May_03_1010,aPVT,3.2.3,59.98680300874955,
12,0,12,0,,,,,,,,,,,,,82.77366509484682,None,82.77420076602235,83.02432966357219,space,0.34907339685742045,82.77366509484682,None,83.14082921933641,None,1,83.14082921933641,None,,,,,23,Male,2021_May_03_1010,aPVT,3.2.3,59.98680300874955,
13,0,13,0,,,,,,,,,,,,,84.14076763767844,None,84.14074952017623,None,space,0.32587897776238606,84.14076763767844,None,84.50828295611609,None,2,84.50828295611609,None,,,,,23,Male,2021_May_03_1010,aPVT,3.2.3,59.98680300874955,
14,0,14,0,,,,,,,,,,,,,86.51154410652362,None,86.50805912017645,None,space,0.363228253307625,86.51154410652362,None,86.90803314878167,None,2,86.90803314878167,None,,,,,23,Male,2021_May_03_1010,aPVT,3.2.3,59.98680300874955,
15,0,15,0,,,,,,,,,,,,,88.90783947892987,None,88.90773166640398,89.15777354639386,space,0.3426193713585235,88.90783947892987,None,89.27473898078779,None,3,89.27473898078779,None,,,,,23,Male,2021_May_03_1010,aPVT,3.2.3,59.98680300874955,
16,0,16,0,,,,,,,,,,,,,92.27685953179207,None,92.2750582236728,None,space,0.34984049011882234,92.27685953179207,None,92.66227413922888,None,2,92.66227413922888,None,,,,,23,Male,2021_May_03_1010,aPVT,3.2.3,59.98680300874955,
17,0,17,0,,,,,,,,,,,,,94.67493987979105,None,94.67493068716672,94.92561203466266,space,0.34357299456860346,94.67493987979105,None,95.05889750090046,None,5,95.05889750090046,None,,,,,23,Male,2021_May_03_1010,aPVT,3.2.3,59.98680300874955,
18,0,18,0,,,,,,,,,,,,,100.05837896549065,None,100.05835460057384,100.30929923196982,space,0.39226445127405896,100.05837896549065,None,100.49286790689757,None,3,100.49286790689757,None,,,,,23,Male,2021_May_03_1010,aPVT,3.2.3,59.98680300874955,
19,0,19,0,,,,,,,,,,,,,103.4949474034629,None,103.49282212227368,103.7428778358244,space,0.4036218047267539,103.4949474034629,None,103.94288033479006,None,1,103.94288033479006,None,,,,,23,Male,2021_May_03_1010,aPVT,3.2.3,59.98680300874955,
20,0,20,0,,,,,,,,,,,,,104.94289282961927,None,104.94286578723919,105.19269927132837,space,0.3953926210001555,104.94289282961927,None,105.35905988905506,None,1,105.35905988905506,None,,,,,23,Male,2021_May_03_1010,aPVT,3.2.3,59.98680300874955,
21,0,21,0,,,,,,,,,,,,,106.35971854504851,None,106.35945365467083,None,space,0.29894548104448404,106.35971854504851,None,106.67806938824879,None,4,106.67806938824879,None,,,,,23,Male,2021_May_03_1010,aPVT,3.2.3,59.98680300874955,
22,0,22,0,,,,,,,,,,,,,110.69391238536537,None,110.6930044575303,None,space,0.37237669946398455,110.69391238536537,None,111.09455774329126,None,4,111.09455774329126,None,,,,,23,Male,2021_May_03_1010,aPVT,3.2.3,59.98680300874955,
23,0,23,0,,,,,,,,,,,,,115.11317994740557,None,115.09531698265951,None,space,0.3932153970208674,115.11317994740557,None,115.54520874620175,None,6,115.54520874620175,None,,,,,23,Male,2021_May_03_1010,aPVT,3.2.3,59.98680300874955,
24,0,24,0,,,,,,,,,,,,,121.54651981077495,None,121.54634773912781,121.79657748779846,space,0.3037158283154895,121.54651981077495,None,121.88300779097244,None,6,121.88300779097244,None,,,,,23,Male,2021_May_03_1010,aPVT,3.2.3,59.98680300874955,
25,0,25,0,,,,,,,,,,,,,127.8962808694796,None,127.8960226727601,None,space,0.3699643049508268,127.8962808694796,None,128.30044218307876,None,3,128.30044218307876,None,,,,,23,Male,2021_May_03_1010,aPVT,3.2.3,59.98680300874955,
