trialsSoundtest.thisRepN,trialsSoundtest.thisTrialN,trialsSoundtest.thisN,trialsSoundtest.thisIndex,env_grating.started,env_grating.stopped,TextWelcome.started,TextWelcome.stopped,env_grating_2.started,env_grating_2.stopped,textReady.started,textReady.stopped,key_resp_ready.keys,key_resp_ready.rt,key_resp_ready.started,key_resp_ready.stopped,env_grating_4.started,env_grating_4.stopped,ThousandHzSound.started,ThousandHzSound.stopped,ResponseTime.keys,ResponseTime.rt,ResponseTime.started,ResponseTime.stopped,env_grating_5.started,env_grating_5.stopped,random_duration,text.started,text.stopped,env_grating_3.started,env_grating_3.stopped,textEnd.started,textEnd.stopped,participant,gender,date,expName,psychopyVersion,frameRate,
,,,,18.574080617981963,None,18.574080617981963,None,23.56559872662183,None,23.56559872662183,None,v,17.975248295697384,23.56559872662183,None,,,,,,,,,,,,,,,,,,002,m,2019_Jul_18_1721,aPVT,3.1.2,60.22791416087685,
0,0,0,0,,,,,,,,,,,,,41.57256540842354,None,41.57256540842354,None,space,0.7920523522188887,41.57256540842354,None,42.40643900237046,None,5,42.40643900237046,None,,,,,002,m,2019_Jul_18_1721,aPVT,3.1.2,60.22791416087685,
1,0,1,0,,,,,,,,,,,,,47.41484504204709,None,47.41484504204709,None,space,0.7017859780462459,47.41484504204709,None,48.1701191929169,None,2,48.1701191929169,None,,,,,002,m,2019_Jul_18_1721,aPVT,3.1.2,60.22791416087685,
2,0,2,0,,,,,,,,,,,,,50.18105349910911,None,50.18105349910911,None,space,0.48865124478470534,50.18105349910911,None,50.71286578825675,None,4,50.71286578825675,None,,,,,002,m,2019_Jul_18_1721,aPVT,3.1.2,60.22791416087685,
3,0,3,0,,,,,,,,,,,,,54.7332760799909,None,54.7332760799909,None,space,0.703196162241511,54.7332760799909,None,55.46766258426942,None,5,55.46766258426942,None,,,,,002,m,2019_Jul_18_1721,aPVT,3.1.2,60.22791416087685,
4,0,4,0,,,,,,,,,,,,,60.48021931340918,None,60.48021931340918,None,space,0.5084244556492195,60.48021931340918,None,61.03335138456896,None,5,61.03335138456896,None,,,,,002,m,2019_Jul_18_1721,aPVT,3.1.2,60.22791416087685,
5,0,5,0,,,,,,,,,,,,,66.05338205350563,None,66.05338205350563,None,space,0.5992578937439248,66.05338205350563,None,66.68416177551262,None,1,66.68416177551262,None,,,,,002,m,2019_Jul_18_1721,aPVT,3.1.2,60.22791416087685,
6,0,6,0,,,,,,,,,,,,,67.69343865045812,None,67.69343865045812,None,space,0.447771949111484,67.69343865045812,None,68.18096014333423,None,1,68.18096014333423,None,,,,,002,m,2019_Jul_18_1721,aPVT,3.1.2,60.22791416087685,
7,0,7,0,,,,,,,,,,,,,69.19835752015933,None,69.19835752015933,None,space,0.39838523510843515,69.19835752015933,None,69.6283116262639,None,5,69.6283116262639,None,,,,,002,m,2019_Jul_18_1721,aPVT,3.1.2,60.22791416087685,
8,0,8,0,,,,,,,,,,,,,74.63244262360968,None,74.63244262360968,None,space,0.6842697182437405,74.63244262360968,None,75.37424107338302,None,2,75.37424107338302,None,,,,,002,m,2019_Jul_18_1721,aPVT,3.1.2,60.22791416087685,
