trialsSoundtest.thisRepN,trialsSoundtest.thisTrialN,trialsSoundtest.thisN,trialsSoundtest.thisIndex,env_grating.started,env_grating.stopped,TextWelcome.started,TextWelcome.stopped,env_grating_2.started,env_grating_2.stopped,textReady.started,textReady.stopped,key_resp_ready.keys,key_resp_ready.rt,key_resp_ready.started,key_resp_ready.stopped,env_grating_4.started,env_grating_4.stopped,ThousandHzSound.started,ThousandHzSound.stopped,ResponseTime.keys,ResponseTime.rt,ResponseTime.started,ResponseTime.stopped,env_grating_5.started,env_grating_5.stopped,random_duration,text.started,text.stopped,env_grating_3.started,env_grating_3.stopped,textEnd.started,textEnd.stopped,participant,gender,date,expName,psychopyVersion,frameRate,
,,,,15.541753366938792,None,15.541753366938792,None,20.52835150336614,None,20.52835150336614,None,v,4.222176953859162,20.52835150336614,None,,,,,,,,,,,,,,,,,,15,f,2019_Sep_27_1434,aPVT,3.2.3,60.13441279089841,
0,0,0,0,,,,,,,,,,,,,24.78000425710343,None,24.77905533213052,25.029142013867386,space,0.2784538034466095,24.78000425710343,None,25.08159862057073,None,5,25.08159862057073,None,,,,,15,f,2019_Sep_27_1434,aPVT,3.2.3,60.13441279089841,
1,0,1,0,,,,,,,,,,,,,30.1133069487405,None,30.096737911523086,30.346444844733924,space,0.40108667861204594,30.1133069487405,None,30.546451359812636,None,4,30.546451359812636,None,,,,,15,f,2019_Sep_27_1434,aPVT,3.2.3,60.13441279089841,
2,0,2,0,,,,,,,,,,,,,34.54898242134368,None,34.54683534755022,34.79660029173829,space,0.3171296905493364,34.54898242134368,None,34.89634785492672,None,6,34.89634785492672,None,,,,,15,f,2019_Sep_27_1434,aPVT,3.2.3,60.13441279089841,
3,0,3,0,,,,,,,,,,,,,40.89613276824821,None,40.89620795933879,41.14618174289353,space,0.31373649736633524,40.89613276824821,None,41.229725514596794,None,2,41.229725514596794,None,,,,,15,f,2019_Sep_27_1434,aPVT,3.2.3,60.13441279089841,
4,0,4,0,,,,,,,,,,,,,43.23019361816114,None,43.23006577097694,43.479920408979524,space,0.34874430880881846,43.23019361816114,None,43.61356866726419,None,3,43.61356866726419,None,,,,,15,f,2019_Sep_27_1434,aPVT,3.2.3,60.13441279089841,
5,0,5,0,,,,,,,,,,,,,46.613176870392635,None,46.6131494267669,46.86308840371203,space,0.2925544755998999,46.613176870392635,None,46.92968048917828,None,3,46.92968048917828,None,,,,,15,f,2019_Sep_27_1434,aPVT,3.2.3,60.13441279089841,
6,0,6,0,,,,,,,,,,,,,49.930834460421465,None,49.93034471432329,50.180265395494644,space,0.3109827631851658,49.930834460421465,None,50.26404165715212,None,3,50.26404165715212,None,,,,,15,f,2019_Sep_27_1434,aPVT,3.2.3,60.13441279089841,
7,0,7,0,,,,,,,,,,,,,53.264416497026104,None,53.26320920035359,None,space,0.2334520475124009,53.264416497026104,None,53.51371311448747,None,5,53.51371311448747,None,,,,,15,f,2019_Sep_27_1434,aPVT,3.2.3,60.13441279089841,
8,0,8,0,,,,,,,,,,,,,58.51405270159012,None,58.513733864593085,None,space,0.287594094814267,58.51405270159012,None,58.83067546586972,None,5,58.83067546586972,None,,,,,15,f,2019_Sep_27_1434,aPVT,3.2.3,60.13441279089841,
