trialsSoundtest.thisRepN,trialsSoundtest.thisTrialN,trialsSoundtest.thisN,trialsSoundtest.thisIndex,env_grating.started,env_grating.stopped,TextWelcome.started,TextWelcome.stopped,env_grating_2.started,env_grating_2.stopped,textReady.started,textReady.stopped,key_resp_ready.keys,key_resp_ready.rt,key_resp_ready.started,key_resp_ready.stopped,env_grating_4.started,env_grating_4.stopped,ThousandHzSound.started,ThousandHzSound.stopped,ResponseTime.keys,ResponseTime.rt,ResponseTime.started,ResponseTime.stopped,env_grating_5.started,env_grating_5.stopped,random_duration,text.started,text.stopped,env_grating_3.started,env_grating_3.stopped,textEnd.started,textEnd.stopped,participant,gender,date,expName,psychopyVersion,frameRate,
,,,,221.62595104075717,None,221.62595104075717,None,226.6084492134196,None,226.6084492134196,None,v,29.168877171719032,226.6084492134196,None,,,,,,,,,,,,,,,,,,20,f,2021_Apr_20_1343,aPVT,3.2.3,59.97500334527416,
0,0,0,0,,,,,,,,,,,,,255.79352118684528,None,255.79351694760197,256.0435704959382,space,0.5318559049983378,255.79352118684528,None,256.3602392896637,None,5,256.3602392896637,None,,,,,20,f,2021_Apr_20_1343,aPVT,3.2.3,59.97500334527416,
1,0,1,0,,,,,,,,,,,,,261.36072077845074,None,261.36075045315346,261.6106353242312,space,0.34037464200719114,261.36072077845074,None,261.7274429866411,None,6,261.7274429866411,None,,,,,20,f,2021_Apr_20_1343,aPVT,3.2.3,59.97500334527416,
2,0,2,0,,,,,,,,,,,,,267.7283283191273,None,267.72850078939217,267.9785485366583,space,0.3407026255645178,267.7283283191273,None,268.0968997298487,None,5,268.0968997298487,None,,,,,20,f,2021_Apr_20_1343,aPVT,3.2.3,59.97500334527416,
3,0,3,0,,,,,,,,,,,,,273.1124412418576,None,273.11254097563295,273.3624490509901,space,0.3405553676402633,273.1124412418576,None,273.49603876185574,None,4,273.49603876185574,None,,,,,20,f,2021_Apr_20_1343,aPVT,3.2.3,59.97500334527416,
4,0,4,0,,,,,,,,,,,,,277.4976684162102,None,277.49639999000436,277.74665702201673,space,0.3550375150716718,277.4976684162102,None,277.87975899678986,None,6,277.87975899678986,None,,,,,20,f,2021_Apr_20_1343,aPVT,3.2.3,59.97500334527416,
5,0,5,0,,,,,,,,,,,,,283.88179963462244,None,283.8803745795346,None,space,0.3624499434617974,283.88179963462244,None,284.2632025653229,None,6,284.2632025653229,None,,,,,20,f,2021_Apr_20_1343,aPVT,3.2.3,59.97500334527416,
6,0,6,0,,,,,,,,,,,,,290.2633391135787,None,290.26342367532624,None,space,0.34913961211350397,290.2633391135787,None,290.63268474399047,None,4,290.63268474399047,None,,,,,20,f,2021_Apr_20_1343,aPVT,3.2.3,59.97500334527416,
7,0,7,0,,,,,,,,,,,,,294.64685854225445,None,294.64681280305075,294.89709928664706,space,0.3734184275890584,294.64685854225445,None,295.0637488475959,None,1,295.0637488475959,None,,,,,20,f,2021_Apr_20_1343,aPVT,3.2.3,59.97500334527416,
8,0,8,0,,,,,,,,,,,,,296.0635516112252,None,296.0635290763009,296.31353264618974,space,0.3803953295137035,296.0635516112252,None,296.4635581262728,None,5,296.4635581262728,None,,,,,20,f,2021_Apr_20_1343,aPVT,3.2.3,59.97500334527416,
