BlockNum,TrialNum,Stim,Target,CorrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,StimResp.keys,StimResp.corr,StimResp.started,StimResp.stopped,StimResp.rt,BreakResp.keys,BreakResp.rt,Gender (f/m),Age,participant,Ethnic,date,expName,psychopyVersion,frameRate,
1,1,three.wav,None,None,0,0,0,0,107.39396330179443,107.89411257037818,107.87750993227337,None,None,1,107.87750738868317,None,,,,,,23,,2021_May_03_1017,PRACTICE_OneBack_Digits,3.2.3,60.03678410968074,
1,2,three.wav,T,v,0,1,1,1,109.84615652361708,110.34605187942316,110.32938542844113,None,v,1,110.32939359470447,None,1.356005349572115,,,,,23,,2021_May_03_1017,PRACTICE_OneBack_Digits,3.2.3,60.03678410968074,
1,3,three.wav,T,v,0,2,2,2,112.32946722494762,112.83549352567024,112.81873247098201,None,v,1,112.81882229987878,None,1.5065600084253674,,,,,23,,2021_May_03_1017,PRACTICE_OneBack_Digits,3.2.3,60.03678410968074,
1,4,two.wav,NT,n,0,3,3,3,114.84590796576595,115.34593540976584,115.31261781396688,None,None,0,115.31249121457313,117.31242026179325,,,,,,23,,2021_May_03_1017,PRACTICE_OneBack_Digits,3.2.3,60.03678410968074,
1,5,seven.wav,NT,n,0,4,4,4,117.39572418021635,117.89588460489767,117.87917531450148,None,None,0,117.8792071316916,None,,,,,,23,,2021_May_03_1017,PRACTICE_OneBack_Digits,3.2.3,60.03678410968074,
1,6,three.wav,NT,n,0,5,5,5,119.82998553723519,120.33024145811078,120.31306004167027,None,None,0,120.31307936403118,122.31303741710462,,,,,,23,,2021_May_03_1017,PRACTICE_OneBack_Digits,3.2.3,60.03678410968074,
1,7,four.wav,NT,n,0,6,6,6,122.3465074944429,122.84610565181265,122.82944544824522,None,n,1,122.8294571844599,None,1.4398327120875365,,,,,23,,2021_May_03_1017,PRACTICE_OneBack_Digits,3.2.3,60.03678410968074,
1,8,four.wav,T,v,0,7,7,7,124.83058082659545,125.33078364444691,125.31395609941774,None,v,1,125.31408252031406,127.31415615055721,1.3231100343741673,,,,,23,,2021_May_03_1017,PRACTICE_OneBack_Digits,3.2.3,60.03678410968074,
1,9,six.wav,NT,n,0,8,8,8,127.38080223050565,127.8805927189951,127.86418508947418,None,n,1,127.86417451349371,None,1.7890328422117818,,,,,23,,2021_May_03_1017,PRACTICE_OneBack_Digits,3.2.3,60.03678410968074,
1,10,six.wav,T,v,0,9,9,9,129.83071603849658,130.33070644425288,130.31403642331952,None,v,1,130.31400621260764,132.3142681577756,1.6512443287974747,,,,,23,,2021_May_03_1017,PRACTICE_OneBack_Digits,3.2.3,60.03678410968074,
