BlockNum,TrialNum,Stim,Target,CorrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,trials3.thisRepN,trials3.thisTrialN,trials3.thisN,trials3.thisIndex,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,StimResp.keys,StimResp.corr,StimResp.started,StimResp.stopped,StimResp.rt,BreakResp.keys,BreakResp.rt,Fixation_2.started,Fixation_2.stopped,Stimulus_2.started,Stimulus_2.stopped,StimResp_2.keys,StimResp_2.corr,StimResp_2.started,StimResp_2.stopped,StimResp_2.rt,Fixation_3.started,Fixation_3.stopped,Stimulus_3.started,Stimulus_3.stopped,StimResp_3.keys,StimResp_3.corr,StimResp_3.started,StimResp_3.stopped,StimResp_3.rt,Gender (f/m),Age,participant,Ethnic,date,expName,psychopyVersion,frameRate,
1,1,six.wav,None,None,0,0,0,0,,,,,,,,,35.82261105411453,36.33452984591713,36.31794282529154,None,None,1,36.31785973580554,None,,,,,,,,,,,,,,,,,,,,,,F,20,15,Chinese,2019_Sep_27_1445,OneBack_Digits,3.2.3,59.80526222363423,
1,2,one.wav,NT,n,0,1,1,1,,,,,,,,,38.251986539689824,38.75202826294117,38.73624982542242,None,n,1,38.73490879120072,40.735293002042454,0.9680734614375979,,,,,,,,,,,,,,,,,,,,,F,20,15,Chinese,2019_Sep_27_1445,OneBack_Digits,3.2.3,59.80526222363423,
1,3,two.wav,NT,n,0,2,2,2,,,,,,,,,40.75193321425468,41.25239707855508,41.235745799640426,None,n,1,41.23567877471214,43.23575775884092,0.8743206585058942,,,,,,,,,,,,,,,,,,,,,F,20,15,Chinese,2019_Sep_27_1445,OneBack_Digits,3.2.3,59.80526222363423,
1,4,two.wav,T,v,0,3,3,3,,,,,,,,,43.25239797105314,43.752391946851276,43.737333291064715,None,v,1,43.73580394446617,45.735712019435596,0.8144515936728567,,,,,,,,,,,,,,,,,,,,,F,20,15,Chinese,2019_Sep_27_1445,OneBack_Digits,3.2.3,59.80526222363423,
1,5,eight.wav,NT,n,0,4,4,4,,,,,,,,,45.752289312076755,46.25255995540647,46.23599033805658,None,n,1,46.236471293261275,48.23685461166315,0.8414967355201952,,,,,,,,,,,,,,,,,,,,,F,20,15,Chinese,2019_Sep_27_1445,OneBack_Digits,3.2.3,59.80526222363423,
1,6,eight.wav,T,v,0,5,5,5,,,,,,,,,48.253308296378236,48.75294037326239,48.73631408365327,None,v,1,48.73626223084284,None,1.1019542097928934,,,,,,,,,,,,,,,,,,,,,F,20,15,Chinese,2019_Sep_27_1445,OneBack_Digits,3.2.3,59.80526222363423,
1,7,seven.wav,NT,n,0,6,6,6,,,,,,,,,50.73795347253326,51.237204462173395,51.22138854066725,None,n,1,51.220594147918746,53.220414314069785,1.1213967960793525,,,,,,,,,,,,,,,,,,,,,F,20,15,Chinese,2019_Sep_27_1445,OneBack_Digits,3.2.3,59.80526222363423,
1,8,four.wav,NT,n,0,7,7,7,,,,,,,,,53.23796797526302,53.73800925229443,53.72050387397758,None,n,1,53.72136234655045,55.721828218898736,1.0125433018547483,,,,,,,,,,,,,,,,,,,,,F,20,15,Chinese,2019_Sep_27_1445,OneBack_Digits,3.2.3,59.80526222363423,
1,9,six.wav,NT,n,0,8,8,8,,,,,,,,,55.73773972457275,56.237851060926914,56.22212304829736,None,n,1,56.22234830923844,None,1.087562590430025,,,,,,,,,,,,,,,,,,,,,F,20,15,Chinese,2019_Sep_27_1445,OneBack_Digits,3.2.3,59.80526222363423,
1,10,six.wav,T,v,0,9,9,9,,,,,,,,,58.23804606689373,58.73753757879604,58.72095502054435,None,v,1,58.72209417674458,60.72518392809434,1.1877430044696666,,,,,,,,,,,,,,,,,,,,,F,20,15,Chinese,2019_Sep_27_1445,OneBack_Digits,3.2.3,59.80526222363423,
1,11,six.wav,T,v,0,10,10,10,,,,,,,,,60.74162824184168,61.24165166931925,61.225047245417954,None,v,1,61.22493068809854,63.22538942069514,1.1330583317903802,,,,,,,,,,,,,,,,,,,,,F,20,15,Chinese,2019_Sep_27_1445,OneBack_Digits,3.2.3,59.80526222363423,
1,12,three.wav,NT,n,0,11,11,11,,,,,,,,,63.24183239572449,63.74163627414964,63.724959559651325,None,n,1,63.72491083049681,65.72553868725663,0.9605971912387758,,,,,,,,,,,,,,,,,,,,,F,20,15,Chinese,2019_Sep_27_1445,OneBack_Digits,3.2.3,59.80526222363423,
1,13,nine.wav,NT,n,0,12,12,12,,,,,,,,,65.74219942640048,66.24197519186419,66.22537880021264,None,n,1,66.22529481822858,68.22599005693337,0.9882795609300956,,,,,,,,,,,,,,,,,,,,,F,20,15,Chinese,2019_Sep_27_1445,OneBack_Digits,3.2.3,59.80526222363423,
1,14,nine.wav,T,v,0,13,13,13,,,,,,,,,68.24272799520986,68.7425216101692,68.72599170802278,None,v,1,68.72592825297033,70.72571182757383,1.0237867125542834,,,,,,,,,,,,,,,,,,,,,F,20,15,Chinese,2019_Sep_27_1445,OneBack_Digits,3.2.3,59.80526222363423,
1,15,five.wav,NT,n,0,14,14,14,,,,,,,,,70.74235159350792,71.24246471485822,71.2259165168798,None,n,1,71.22577050788095,73.22617569187423,0.947873609373346,,,,,,,,,,,,,,,,,,,,,F,20,15,Chinese,2019_Sep_27_1445,OneBack_Digits,3.2.3,59.80526222363423,
1,16,five.wav,T,v,0,15,15,15,,,,,,,,,73.24291184527101,73.74264878797112,73.72607649318525,None,v,1,73.72607372654602,75.72643874917412,0.9916276840376668,,,,,,,,,,,,,,,,,,,,,F,20,15,Chinese,2019_Sep_27_1445,OneBack_Digits,3.2.3,59.80526222363423,
1,17,seven.wav,NT,n,0,16,16,16,,,,,,,,,75.7431347410893,76.24335451325169,76.22651001336635,None,n,1,76.22641309048049,78.22737964178668,1.0271437604678795,,,,,,,,,,,,,,,,,,,,,F,20,15,Chinese,2019_Sep_27_1445,OneBack_Digits,3.2.3,59.80526222363423,
1,18,one.wav,NT,n,0,17,17,17,,,,,,,,,78.24403502611676,78.74365460826084,78.72739557249588,None,n,1,78.72760610753903,80.7270661596558,1.1178398336051032,,,,,,,,,,,,,,,,,,,,,F,20,15,Chinese,2019_Sep_27_1445,OneBack_Digits,3.2.3,59.80526222363423,
1,19,two.wav,NT,n,0,18,18,18,,,,,,,,,80.74492103152443,81.24409794562962,81.22763676408795,None,n,1,81.228039181442,83.22730288887396,1.185076286608819,,,,,,,,,,,,,,,,,,,,,F,20,15,Chinese,2019_Sep_27_1445,OneBack_Digits,3.2.3,59.80526222363423,
1,20,three.wav,NT,n,0,19,19,19,,,,,,,,,83.24392034293851,83.74396875977982,83.72740985211567,None,n,1,83.72734238096746,85.72790642565815,1.0620382274501026,,,,,,,,,,,,,,,,,,,,,F,20,15,Chinese,2019_Sep_27_1445,OneBack_Digits,3.2.3,59.80526222363423,
1,21,three.wav,T,v,0,20,20,20,,,,,,,,,85.7446019713534,86.24468430230627,86.22814547535381,None,v,1,86.22806149336975,88.22845373651944,1.0571983308764175,,,,,,,,,,,,,,,,,,,,,F,20,15,Chinese,2019_Sep_27_1445,OneBack_Digits,3.2.3,59.80526222363423,
1,22,three.wav,T,v,0,21,21,21,,,,,,,,,88.24522112647537,88.74494869826594,88.72825368805206,None,v,1,88.72869582055137,90.72915544564603,0.9565007271594368,,,,,,,,,,,,,,,,,,,,,F,20,15,Chinese,2019_Sep_27_1445,OneBack_Digits,3.2.3,59.80526222363423,
1,23,nine.wav,NT,n,0,22,22,22,,,,,,,,,90.74540876952233,91.24521800281946,91.22861536385608,None,n,1,91.22847515589092,93.22853629052406,1.0003846570616588,,,,,,,,,,,,,,,,,,,,,F,20,15,Chinese,2019_Sep_27_1445,OneBack_Digits,3.2.3,59.80526222363423,
1,24,six.wav,NT,n,0,23,23,23,,,,,,,,,93.24514883593656,93.7452539249789,93.7284951027541,None,n,1,93.72842227673391,95.72876677237218,1.07655300834449,,,,,,,,,,,,,,,,,,,,,F,20,15,Chinese,2019_Sep_27_1445,OneBack_Digits,3.2.3,59.80526222363423,
1,25,eight.wav,NT,n,0,24,24,24,,,,,,,,,95.74543822125997,96.24727382097626,96.22928561325534,None,n,1,96.23104548634728,98.23069429711904,0.8780324655817822,,,,,,,,,,,,,,,,,,,,,F,20,15,Chinese,2019_Sep_27_1445,OneBack_Digits,3.2.3,59.80526222363423,
,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.251077999244444,,,,,,,,,,,,,,,,,,,F,20,15,Chinese,2019_Sep_27_1445,OneBack_Digits,3.2.3,59.80526222363423,
