BlockNum,TrialNum,Stim,Target,CorrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,StimResp.keys,StimResp.corr,StimResp.started,StimResp.stopped,StimResp.rt,Gender (f/m),Age,participant,Ethnic,date,expName,psychopyVersion,frameRate,
1,1,three.wav,None,None,0,0,0,0,80.39786010840908,80.88294304383453,80.89965921465773,None,None,1,80.89965921465773,None,,f,23,003,Spanish,2019_Jul_19_1300,PRACTICE_OneBack_Digits,3.1.2,60.02147224078599,
1,2,three.wav,T,v,0,1,1,1,82.8664318183437,83.36515419220086,83.38207457901444,None,v,1,83.38207457901444,None,1.0613563221413642,f,23,003,Spanish,2019_Jul_19_1300,PRACTICE_OneBack_Digits,3.1.2,60.02147224078599,
1,3,three.wav,T,v,0,2,2,2,85.36971440759953,85.86448228522204,85.88170389051083,None,v,1,85.88170389051083,None,0.9143631288316101,f,23,003,Spanish,2019_Jul_19_1300,PRACTICE_OneBack_Digits,3.1.2,60.02147224078599,
1,4,two.wav,NT,n,0,3,3,3,87.86834306095261,88.36359704541974,88.38020235614385,None,n,1,88.38020235614385,None,1.0153530292445794,f,23,003,Spanish,2019_Jul_19_1300,PRACTICE_OneBack_Digits,3.1.2,60.02147224078599,
1,5,seven.wav,NT,n,0,4,4,4,90.36600278248079,90.8627074296819,90.87916723650414,None,n,1,90.87916723650414,None,1.0195810290751979,f,23,003,Spanish,2019_Jul_19_1300,PRACTICE_OneBack_Digits,3.1.2,60.02147224078599,
1,6,three.wav,NT,n,0,5,5,5,92.86301958828699,93.36179593356792,93.37846724980045,None,v,0,93.37846724980045,None,0.6646762903546914,f,23,003,Spanish,2019_Jul_19_1300,PRACTICE_OneBack_Digits,3.1.2,60.02147224078599,
1,7,four.wav,NT,n,0,6,6,6,95.36338626535144,95.86086036916822,95.87756049446762,None,n,1,95.87756049446762,None,1.9099735794588923,f,23,003,Spanish,2019_Jul_19_1300,PRACTICE_OneBack_Digits,3.1.2,60.02147224078599,
1,8,four.wav,T,v,0,7,7,7,97.86099821492098,98.36020924849436,98.37717303109821,None,n,0,98.37717303109821,None,1.8424320663325489,f,23,003,Spanish,2019_Jul_19_1300,PRACTICE_OneBack_Digits,3.1.2,60.02147224078599,
1,9,six.wav,NT,n,0,8,8,8,100.36500540631823,100.85947972338181,100.87628049799241,None,n,1,100.87628049799241,None,1.1274555602576584,f,23,003,Spanish,2019_Jul_19_1300,PRACTICE_OneBack_Digits,3.1.2,60.02147224078599,
1,10,six.wav,T,v,0,9,9,9,102.8591263567796,103.35834067233372,103.3751177432714,None,n,0,103.3751177432714,None,1.0284060761332512,f,23,003,Spanish,2019_Jul_19_1300,PRACTICE_OneBack_Digits,3.1.2,60.02147224078599,
