BlockNum,TrialNum,Stim,Target,CorrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,StimResp.keys,StimResp.corr,StimResp.started,StimResp.stopped,StimResp.rt,BreakResp.keys,BreakResp.rt,Gender (f/m),Age,participant,Ethnic,date,expName,psychopyVersion,frameRate,
1,1,three.wav,None,None,0,0,0,0,187.03168155392632,187.5316835620324,187.51504611648852,None,None,1,187.5150103282067,None,,,,m,29,16,Sri-Lanka,2019_Sep_27_1647,PRACTICE_OneBack_Digits,3.2.3,59.88101059044168,
1,2,three.wav,T,v,0,1,1,1,189.48221630317857,189.98210541304434,189.9650444877334,None,n,0,189.965162205277,191.9659743583179,1.2343141791643575,,,m,29,16,Sri-Lanka,2019_Sep_27_1647,PRACTICE_OneBack_Digits,3.2.3,59.88101059044168,
1,3,three.wav,T,v,0,2,2,2,191.98269980191253,192.48271341220243,192.4660380364512,None,n,0,192.4660209901631,194.46595807059202,0.9095725620863959,,,m,29,16,Sri-Lanka,2019_Sep_27_1647,PRACTICE_OneBack_Digits,3.2.3,59.88101059044168,
1,4,two.wav,NT,n,0,3,3,3,194.48268039058894,194.9828448292683,194.96614491043147,None,v,0,194.96631260664435,196.96654822025448,0.8088388130418025,,,m,29,16,Sri-Lanka,2019_Sep_27_1647,PRACTICE_OneBack_Digits,3.2.3,59.88101059044168,
1,5,seven.wav,NT,n,0,4,4,4,196.98320449702442,197.48307754233247,197.466483828146,None,v,0,197.46648016897961,199.4667813795968,0.9008744924212806,,,m,29,16,Sri-Lanka,2019_Sep_27_1647,PRACTICE_OneBack_Digits,3.2.3,59.88101059044168,
1,6,three.wav,NT,n,0,5,5,5,199.4834662155481,199.98351463238942,199.96688164927764,None,v,0,199.96687397395726,201.96715778129874,1.1443905438645743,,,m,29,16,Sri-Lanka,2019_Sep_27_1647,PRACTICE_OneBack_Digits,3.2.3,59.88101059044168,
1,7,four.wav,NT,n,0,6,6,6,201.98402735975105,202.48363266233355,202.4669541629264,None,v,0,202.46687910571927,204.4668188635842,0.8280426621204242,,,m,29,16,Sri-Lanka,2019_Sep_27_1647,PRACTICE_OneBack_Digits,3.2.3,59.88101059044168,
1,8,four.wav,T,v,0,7,7,7,204.48356171051273,204.98438078019535,204.96756037714658,None,n,0,204.96769594418583,None,0.7994334563263692,,,m,29,16,Sri-Lanka,2019_Sep_27_1647,PRACTICE_OneBack_Digits,3.2.3,59.88101059044168,
1,9,six.wav,NT,n,0,8,8,8,206.96762588486308,207.47666331840446,207.44334639178123,None,v,0,207.44322180212475,209.44498221075628,0.8520382140413858,,,m,29,16,Sri-Lanka,2019_Sep_27_1647,PRACTICE_OneBack_Digits,3.2.3,59.88101059044168,
1,10,six.wav,T,v,0,9,9,9,209.47945364413317,209.98438792000525,209.9605464094202,None,n,0,209.96181542082923,None,1.0612492787768133,,,m,29,16,Sri-Lanka,2019_Sep_27_1647,PRACTICE_OneBack_Digits,3.2.3,59.88101059044168,
1,11,three.wav,NT,n,0,10,10,10,211.96796457946766,212.46816560963634,212.4514897876652,None,v,0,212.45168336568167,214.45149728446268,0.9792677860241383,,,m,29,16,Sri-Lanka,2019_Sep_27_1647,PRACTICE_OneBack_Digits,3.2.3,59.88101059044168,
1,12,three.wav,T,v,0,11,11,11,214.4682111258735,214.96782044460997,214.95118076790823,None,n,0,214.95141941594193,216.95168715866748,0.9593562036170624,,,m,29,16,Sri-Lanka,2019_Sep_27_1647,PRACTICE_OneBack_Digits,3.2.3,59.88101059044168,
1,13,seven.wav,NT,n,0,12,12,12,216.96832335472573,217.46839185227873,217.4520511549781,None,v,0,217.45184445753694,219.45249239500845,0.8427912717452273,,,m,29,16,Sri-Lanka,2019_Sep_27_1647,PRACTICE_OneBack_Digits,3.2.3,59.88101059044168,
1,14,nine.wav,NT,n,0,13,13,13,219.46914287068648,219.96860671578906,219.9557364108623,None,v,0,219.95187413238455,221.95235651556868,1.0389079308952205,,,m,29,16,Sri-Lanka,2019_Sep_27_1647,PRACTICE_OneBack_Digits,3.2.3,59.88101059044168,
1,15,five.wav,NT,n,0,14,14,14,221.9692622393486,222.46992021717597,222.45236530643888,None,v,0,222.45239422266604,224.45206088293344,0.7624555044458248,,,m,29,16,Sri-Lanka,2019_Sep_27_1647,PRACTICE_OneBack_Digits,3.2.3,59.88101059044168,
1,16,five.wav,T,v,0,15,15,15,224.46899695089087,224.96892042108811,224.95224013674306,None,n,0,224.95223960123258,226.9524966342724,0.7905412732507102,,,m,29,16,Sri-Lanka,2019_Sep_27_1647,PRACTICE_OneBack_Digits,3.2.3,59.88101059044168,
1,17,nine.wav,NT,n,0,16,16,16,226.9691944111837,227.46884701494128,227.45233719347743,None,v,0,227.4521296035964,229.45253032521578,0.962501288508065,,,m,29,16,Sri-Lanka,2019_Sep_27_1647,PRACTICE_OneBack_Digits,3.2.3,59.88101059044168,
1,18,eight.wav,NT,n,0,17,17,17,229.46914376318455,229.96890257153427,229.95220845384756,None,v,0,229.95215258485405,231.9526943176752,0.630420396279078,,,m,29,16,Sri-Lanka,2019_Sep_27_1647,PRACTICE_OneBack_Digits,3.2.3,59.88101059044168,
1,19,two.wav,NT,n,0,18,18,18,231.96943270222982,232.46947665663902,232.45278566260822,None,v,0,232.45281413255725,234.45274541189428,0.6176423733122647,,,m,29,16,Sri-Lanka,2019_Sep_27_1647,PRACTICE_OneBack_Digits,3.2.3,59.88101059044168,
1,20,two.wav,T,v,0,19,19,19,234.46940525859827,234.96974596125074,234.95299070893088,None,n,0,234.9529339474393,236.9531169050024,0.9092570718494244,,,m,29,16,Sri-Lanka,2019_Sep_27_1647,PRACTICE_OneBack_Digits,3.2.3,59.88101059044168,
1,21,nine.wav,NT,n,0,20,20,20,236.9698811713024,237.46988228691043,237.45321360474918,None,v,0,237.45367581798928,239.45329651574139,0.7046752793830819,,,m,29,16,Sri-Lanka,2019_Sep_27_1647,PRACTICE_OneBack_Digits,3.2.3,59.88101059044168,
1,22,three.wav,NT,n,0,21,21,21,239.4700705993455,239.96972766547697,239.95358018920524,None,v,0,239.95309191563865,241.95367068622727,0.6466460534720682,,,m,29,16,Sri-Lanka,2019_Sep_27_1647,PRACTICE_OneBack_Digits,3.2.3,59.88101059044168,
,,,,,,,,,,,,,,,,,,space,1.0120154023170471,m,29,16,Sri-Lanka,2019_Sep_27_1647,PRACTICE_OneBack_Digits,3.2.3,59.88101059044168,
