BlockNum,TrialNum,Stim,Target,CorrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,StimResp.keys,StimResp.corr,StimResp.started,StimResp.stopped,StimResp.rt,BreakResp.keys,BreakResp.rt,Gender (f/m),Age,participant,Ethnic,date,expName,psychopyVersion,frameRate,
1,1,three.wav,None,None,0,0,0,0,18.925848990172653,19.438789393853767,19.422050740608846,None,None,1,19.422134679085957,None,,,,,,25,,2021_May_04_1448,PRACTICE_OneBack_Digits,3.2.3,60.077666519158484,
1,2,three.wav,T,v,0,1,1,1,21.389118878035788,21.88871525042987,21.8721533097686,None,v,1,21.87203509976007,23.87255631263315,0.8706365713833293,,,,,25,,2021_May_04_1448,PRACTICE_OneBack_Digits,3.2.3,60.077666519158484,
1,3,three.wav,T,v,0,2,2,2,23.888876344477012,24.389109060669853,24.372500264399513,None,v,1,24.3741009858868,26.3737073987686,0.7607927433605255,,,,,25,,2021_May_04_1448,PRACTICE_OneBack_Digits,3.2.3,60.077666519158484,
1,4,two.wav,NT,n,0,3,3,3,26.406691070258148,26.90677964967199,26.8899477314525,None,n,1,26.89012047246524,None,0.836591731903809,,,,,25,,2021_May_04_1448,PRACTICE_OneBack_Digits,3.2.3,60.077666519158484,
1,5,seven.wav,NT,n,0,4,4,4,28.890626513045845,29.390672253045523,29.39044685525223,None,n,1,29.390672253045523,None,0.9445756153590992,,,,,25,,2021_May_04_1448,PRACTICE_OneBack_Digits,3.2.3,60.077666519158484,
1,6,three.wav,NT,n,0,5,5,5,31.39092438084799,31.890615803192304,31.873805304679898,None,v,0,31.873885673205677,None,0.9490862486818514,,,,,25,,2021_May_04_1448,PRACTICE_OneBack_Digits,3.2.3,60.077666519158484,
1,7,four.wav,NT,n,0,6,6,6,33.87497495456137,34.375346452606664,34.358705973019276,None,n,1,34.35994032826602,36.359249988955526,1.2396543930258304,,,,,25,,2021_May_04_1448,PRACTICE_OneBack_Digits,3.2.3,60.077666519158484,
1,8,four.wav,T,v,0,7,7,7,36.375730222358925,36.8756139758234,36.858991792236246,None,v,1,36.8590400312014,38.860398397627705,0.9717179542212762,,,,,25,,2021_May_04_1448,PRACTICE_OneBack_Digits,3.2.3,60.077666519158484,
1,9,six.wav,NT,n,0,8,8,8,38.89759952019858,39.41004414690906,39.393601799612405,None,n,1,39.39339210960452,None,1.1254146163619225,,,,,25,,2021_May_04_1448,PRACTICE_OneBack_Digits,3.2.3,60.077666519158484,
1,10,six.wav,T,v,0,9,9,9,41.37745406253771,41.8773047939535,41.86033677134528,None,v,1,41.860318966213526,43.86140914005682,0.9463940592445397,,,,,25,,2021_May_04_1448,PRACTICE_OneBack_Digits,3.2.3,60.077666519158484,
1,11,three.wav,NT,n,0,10,10,10,43.87803351023922,44.37837198623629,44.3615431917241,None,n,1,44.36152137039744,46.36191451127161,1.2930443517348067,,,,,25,,2021_May_04_1448,PRACTICE_OneBack_Digits,3.2.3,60.077666519158484,
1,12,three.wav,T,v,0,11,11,11,46.378531295307766,46.878594438819164,46.861904872403464,None,v,1,46.86194552522238,48.86199818200248,0.8887875419413831,,,,,25,,2021_May_04_1448,PRACTICE_OneBack_Digits,3.2.3,60.077666519158484,
1,13,seven.wav,NT,n,0,12,12,12,48.878776952573844,49.37866784594053,49.36225450449765,None,n,1,49.36199438892936,51.36223803809753,1.1243846854449657,,,,,25,,2021_May_04_1448,PRACTICE_OneBack_Digits,3.2.3,60.077666519158484,
1,14,nine.wav,NT,n,0,13,13,13,51.395492133389325,51.895732881972435,51.87892595341136,None,n,1,51.878912610718544,None,0.9597380905315731,,,,,25,,2021_May_04_1448,PRACTICE_OneBack_Digits,3.2.3,60.077666519158484,
1,15,five.wav,NT,n,0,14,14,14,53.895904685873575,54.39591963504381,54.37929566648099,None,n,1,54.37932427071473,None,0.9712003112995262,,,,,25,,2021_May_04_1448,PRACTICE_OneBack_Digits,3.2.3,60.077666519158484,
1,16,five.wav,T,v,0,15,15,15,56.37970670173536,56.87969353754079,56.863095897367565,None,v,1,56.86325212735619,58.8641200717384,0.8234346768099385,,,,,25,,2021_May_04_1448,PRACTICE_OneBack_Digits,3.2.3,60.077666519158484,
1,17,nine.wav,NT,n,0,16,16,16,58.880778356457085,59.38072458406714,59.364121142723796,None,n,1,59.36410601505531,61.36367762091322,1.0265680229654208,,,,,25,,2021_May_04_1448,PRACTICE_OneBack_Digits,3.2.3,60.077666519158484,
1,18,eight.wav,NT,n,0,17,17,17,61.382172645516675,61.89745359844392,61.8807832205156,None,n,1,61.88077969518872,None,0.741658697494131,,,,,25,,2021_May_04_1448,PRACTICE_OneBack_Digits,3.2.3,60.077666519158484,
1,19,two.wav,NT,n,0,18,18,18,63.88098764484539,64.38061480806846,64.36399574818816,None,n,1,64.36400025525154,66.36441436958921,0.7145565205828461,,,,,25,,2021_May_04_1448,PRACTICE_OneBack_Digits,3.2.3,60.077666519158484,
1,20,two.wav,T,v,0,19,19,19,66.38115030074596,66.88067929031149,66.86401515979779,None,v,1,66.864002263349,68.86441637768667,0.7746414764960718,,,,,25,,2021_May_04_1448,PRACTICE_OneBack_Digits,3.2.3,60.077666519158484,
1,21,nine.wav,NT,n,0,20,20,20,68.88134954864654,69.38114003713645,69.36464637179179,None,n,1,69.36446524139365,71.36649297366694,0.9060000615818353,,,,,25,,2021_May_04_1448,PRACTICE_OneBack_Digits,3.2.3,60.077666519158484,
