BlockNum,TrialNum,Stim,Target,CorrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,StimResp.keys,StimResp.corr,StimResp.started,StimResp.stopped,StimResp.rt,BreakResp.keys,BreakResp.rt,Gender (f/m),Age,participant,Ethnic,date,expName,psychopyVersion,frameRate,
1,1,three.wav,None,None,0,0,0,0,174.94045025971718,175.4462636683602,175.4462636683602,None,None,1,175.4462636683602,None,,,,M,25,111,Chinese,2019_Jul_19_1855,PRACTICE_OneBack_Digits,3.1.2,60.05420260943887,
1,2,three.wav,T,v,0,1,1,1,177.4165717608994,177.91216926579364,177.92938357777894,None,v,1,177.92938357777894,None,1.1596695348853245,,,M,25,111,Chinese,2019_Jul_19_1855,PRACTICE_OneBack_Digits,3.1.2,60.05420260943887,
1,3,three.wav,T,v,0,2,2,2,179.9118100645719,180.41117498930544,180.42801004298963,None,v,1,180.42801004298963,None,0.7095815577777103,,,M,25,111,Chinese,2019_Jul_19_1855,PRACTICE_OneBack_Digits,3.1.2,60.05420260943887,
1,4,two.wav,NT,n,0,3,3,3,182.4105791163165,182.91033022815827,182.9272710365476,None,n,1,182.9272710365476,None,0.5459283530944958,,,M,25,111,Chinese,2019_Jul_19_1855,PRACTICE_OneBack_Digits,3.1.2,60.05420260943887,
1,5,seven.wav,NT,n,0,4,4,4,184.91120142803993,185.40952631016262,185.42620710784104,None,n,1,185.42620710784104,None,0.8304296375717968,,,M,25,111,Chinese,2019_Jul_19_1855,PRACTICE_OneBack_Digits,3.1.2,60.05420260943887,
1,6,three.wav,NT,n,0,5,5,5,187.41031509428285,187.9087005117908,187.92529524699785,None,v,0,187.92529524699785,None,0.7788290036842227,,,M,25,111,Chinese,2019_Jul_19_1855,PRACTICE_OneBack_Digits,3.1.2,60.05420260943887,
1,7,four.wav,NT,n,0,6,6,6,189.90858053497504,190.40794728312176,190.4248184391763,None,n,1,190.4248184391763,None,0.9281688574701548,,,M,25,111,Chinese,2019_Jul_19_1855,PRACTICE_OneBack_Digits,3.1.2,60.05420260943887,
1,8,four.wav,T,v,0,7,7,7,192.41163958073594,192.90699457912706,192.92345329199452,None,v,1,192.92345329199452,None,0.668462673202157,,,M,25,111,Chinese,2019_Jul_19_1855,PRACTICE_OneBack_Digits,3.1.2,60.05420260943887,
1,9,six.wav,NT,n,0,8,8,8,194.90691325743683,195.40597368159797,195.42276132805273,None,n,1,195.42276132805273,None,0.85714910866227,,,M,25,111,Chinese,2019_Jul_19_1855,PRACTICE_OneBack_Digits,3.1.2,60.05420260943887,
1,10,six.wav,T,v,0,9,9,9,197.39590619923547,197.88864504522644,197.9051639288664,None,v,1,197.9051639288664,None,0.8315911159152165,,,M,25,111,Chinese,2019_Jul_19_1855,PRACTICE_OneBack_Digits,3.1.2,60.05420260943887,
1,11,three.wav,NT,n,0,10,10,10,199.88903925498016,200.38770802225918,200.40457954304293,None,n,1,200.40457954304293,None,0.9713459473568946,,,M,25,111,Chinese,2019_Jul_19_1855,PRACTICE_OneBack_Digits,3.1.2,60.05420260943887,
1,12,three.wav,T,v,0,11,11,11,202.39408685371745,202.88693108980078,202.9039499378996,None,v,1,202.9039499378996,None,0.8330596474697813,,,M,25,111,Chinese,2019_Jul_19_1855,PRACTICE_OneBack_Digits,3.1.2,60.05420260943887,
1,13,seven.wav,NT,n,0,12,12,12,204.88922487280797,205.38611586706247,205.40273394121323,None,n,1,205.40273394121323,None,1.0857123581226915,,,M,25,111,Chinese,2019_Jul_19_1855,PRACTICE_OneBack_Digits,3.1.2,60.05420260943887,
1,14,nine.wav,NT,n,0,13,13,13,207.40182554489002,207.90167001250666,207.90167001250666,None,n,1,207.90167001250666,None,0.8281092336401343,,,M,25,111,Chinese,2019_Jul_19_1855,PRACTICE_OneBack_Digits,3.1.2,60.05420260943887,
1,15,five.wav,NT,n,0,14,14,14,209.89302584237885,210.3842852168018,210.40117351245135,None,n,1,210.40117351245135,None,0.6946263849968091,,,M,25,111,Chinese,2019_Jul_19_1855,PRACTICE_OneBack_Digits,3.1.2,60.05420260943887,
1,16,five.wav,T,v,0,15,15,15,212.38727479265071,212.8832562965108,212.90012672333978,None,v,1,212.90012672333978,None,0.5486072289058939,,,M,25,111,Chinese,2019_Jul_19_1855,PRACTICE_OneBack_Digits,3.1.2,60.05420260943887,
1,17,nine.wav,NT,n,0,16,16,16,214.88553622190375,215.38239403103944,215.3992560703773,None,n,1,215.3992560703773,None,0.6249690485419706,,,M,25,111,Chinese,2019_Jul_19_1855,PRACTICE_OneBack_Digits,3.1.2,60.05420260943887,
1,18,eight.wav,NT,n,0,17,17,17,217.38399092690088,217.8816645059269,217.8987686871551,None,n,1,217.8987686871551,None,0.7103780001634732,,,M,25,111,Chinese,2019_Jul_19_1855,PRACTICE_OneBack_Digits,3.1.2,60.05420260943887,
