BlockNum,TrialNum,Stim,Target,CorrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,trials3.thisRepN,trials3.thisTrialN,trials3.thisN,trials3.thisIndex,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,StimResp.keys,StimResp.corr,StimResp.started,StimResp.stopped,StimResp.rt,BreakResp.keys,BreakResp.rt,Fixation_2.started,Fixation_2.stopped,Stimulus_2.started,Stimulus_2.stopped,StimResp_2.keys,StimResp_2.corr,StimResp_2.started,StimResp_2.stopped,StimResp_2.rt,Fixation_3.started,Fixation_3.stopped,Stimulus_3.started,Stimulus_3.stopped,StimResp_3.keys,StimResp_3.corr,StimResp_3.started,StimResp_3.stopped,StimResp_3.rt,Gender (f/m),Age,participant,Ethnic,date,expName,psychopyVersion,frameRate,
1,1,six.wav,None,None,0,0,0,0,,,,,,,,,47.32181478879647,47.822275304526556,47.80584230194218,None,None,1,47.80543836898869,None,,,,,,,,,,,,,,,,,,,,,,m,,21,,2021_Apr_23_1550,OneBack_Digits,3.2.3,59.96569513774117,
1,2,one.wav,NT,n,0,1,1,1,,,,,,,,,49.722129653033335,50.22213143797126,50.20554850007757,None,n,1,50.205459609860554,52.222962329688016,0.5684959075879306,,,,,,,,,,,,,,,,,,,,,m,,21,,2021_Apr_23_1550,OneBack_Digits,3.2.3,59.96569513774117,
1,3,two.wav,NT,n,0,2,2,2,,,,,,,,,52.239707340544555,52.74025933461962,52.723276569176235,None,n,1,52.72326710895868,None,0.6025660362211056,,,,,,,,,,,,,,,,,,,,,m,,21,,2021_Apr_23_1550,OneBack_Digits,3.2.3,59.96569513774117,
1,4,two.wav,T,v,0,3,3,3,,,,,,,,,54.72344292595517,55.22346211411059,55.206848385935885,None,v,1,55.20680054940749,57.20733737148112,0.6787519311183132,,,,,,,,,,,,,,,,,,,,,m,,21,,2021_Apr_23_1550,OneBack_Digits,3.2.3,59.96569513774117,
1,5,eight.wav,NT,n,0,4,4,4,,,,,,,,,57.22390835027909,57.723879344935995,57.70723884257605,None,n,1,57.70713879639516,None,0.7786552763427608,,,,,,,,,,,,,,,,,,,,,m,,21,,2021_Apr_23_1550,OneBack_Digits,3.2.3,59.96569513774117,
1,6,eight.wav,T,v,0,5,5,5,,,,,,,,,59.70818566635717,60.21055205661105,60.19159201883595,None,v,1,60.19179898314178,62.19168206927134,0.5739881818881258,,,,,,,,,,,,,,,,,,,,,m,,21,,2021_Apr_23_1550,OneBack_Digits,3.2.3,59.96569513774117,
1,7,seven.wav,NT,n,0,6,6,6,,,,,,,,,62.258086914313026,62.75814001640538,62.74155440113391,None,n,1,62.74150522588752,None,0.7279075185069814,,,,,,,,,,,,,,,,,,,,,m,,21,,2021_Apr_23_1550,OneBack_Digits,3.2.3,59.96569513774117,
1,8,four.wav,NT,n,0,7,7,7,,,,,,,,,64.70820619323058,65.20852034346899,65.19195837866864,None,n,1,65.1920305796666,67.19516940467292,0.6854825107147917,,,,,,,,,,,,,,,,,,,,,m,,21,,2021_Apr_23_1550,OneBack_Digits,3.2.3,59.96569513774117,
1,9,six.wav,NT,n,0,8,8,8,,,,,,,,,67.21252977510449,67.71188050153432,67.6955296064436,None,n,1,67.6951792218606,69.69564375362825,0.5982487016590312,,,,,,,,,,,,,,,,,,,,,m,,21,,2021_Apr_23_1550,OneBack_Digits,3.2.3,59.96569513774117,
1,10,six.wav,T,v,0,9,9,9,,,,,,,,,69.71216252277372,70.21224596892716,70.19563357947045,None,v,1,70.19551523763221,72.19726135965902,0.6580679938779213,,,,,,,,,,,,,,,,,,,,,m,,21,,2021_Apr_23_1550,OneBack_Digits,3.2.3,59.96569513774117,
1,11,six.wav,T,v,0,10,10,10,,,,,,,,,72.21397245652042,72.71381448896136,72.69722218009993,None,v,1,72.6974514562171,74.69723503169371,0.5478396369726397,,,,,,,,,,,,,,,,,,,,,m,,21,,2021_Apr_23_1550,OneBack_Digits,3.2.3,59.96569513774117,
1,12,three.wav,NT,n,0,11,11,11,,,,,,,,,74.71385688136797,75.21388677920913,75.19724404569133,None,n,1,75.19722699944396,77.19777542364318,0.7920352205401286,,,,,,,,,,,,,,,,,,,,,m,,21,,2021_Apr_23_1550,OneBack_Digits,3.2.3,59.96569513774117,
1,13,nine.wav,NT,n,0,12,12,12,,,,,,,,,77.26426416111644,77.7642882578657,77.74775262097246,None,n,1,77.74768381140893,None,0.9374787480337545,,,,,,,,,,,,,,,,,,,,,m,,21,,2021_Apr_23_1550,OneBack_Digits,3.2.3,59.96569513774117,
1,14,nine.wav,T,v,0,13,13,13,,,,,,,,,79.71430400997633,80.21514605759876,80.19805262553855,None,v,1,80.19792937510647,None,0.7510694048833102,,,,,,,,,,,,,,,,,,,,,m,,21,,2021_Apr_23_1550,OneBack_Digits,3.2.3,59.96569513774117,
1,15,five.wav,NT,n,0,14,14,14,,,,,,,,,82.22748493286781,82.72746663715225,82.71086361866328,None,n,1,82.7108363090083,None,0.6302933645783924,,,,,,,,,,,,,,,,,,,,,m,,21,,2021_Apr_23_1550,OneBack_Digits,3.2.3,59.96569513774117,
1,16,five.wav,T,v,0,15,15,15,,,,,,,,,84.71104336256394,85.21105630340753,85.19462285466143,None,v,1,85.1944174967357,87.19448041607393,0.6747496392345056,,,,,,,,,,,,,,,,,,,,,m,,21,,2021_Apr_23_1550,OneBack_Digits,3.2.3,59.96569513774117,
1,17,seven.wav,NT,n,0,16,16,16,,,,,,,,,87.21099650778342,87.71138473320752,87.69452557516634,None,n,1,87.69448130851379,89.6946589105064,0.7424677571980283,,,,,,,,,,,,,,,,,,,,,m,,21,,2021_Apr_23_1550,OneBack_Digits,3.2.3,59.96569513774117,
1,18,one.wav,NT,n,0,17,17,17,,,,,,,,,89.71131155046169,90.21192824881291,90.19493700484163,None,n,1,90.19467854488175,92.19470174919115,0.6181463708053343,,,,,,,,,,,,,,,,,,,,,m,,21,,2021_Apr_23_1550,OneBack_Digits,3.2.3,59.96569513774117,
1,19,two.wav,NT,n,0,18,18,18,,,,,,,,,92.21137179236393,92.71250790957129,92.69591247705394,None,n,1,92.69584768358618,94.69638941425364,0.8208415477420203,,,,,,,,,,,,,,,,,,,,,m,,21,,2021_Apr_23_1550,OneBack_Digits,3.2.3,59.96569513774117,
1,20,three.wav,NT,n,0,19,19,19,,,,,,,,,94.71302152733551,95.21304473164491,95.19666750858887,None,n,1,95.19637111853808,97.19643448409624,0.6165439368342049,,,,,,,,,,,,,,,,,,,,,m,,21,,2021_Apr_23_1550,OneBack_Digits,3.2.3,59.96569513774117,
1,21,three.wav,T,v,0,20,20,20,,,,,,,,,97.21307998429984,97.71289836615324,97.69671659458545,None,n,0,97.69674908055458,99.70098252274329,0.6040903788525611,,,,,,,,,,,,,,,,,,,,,m,,21,,2021_Apr_23_1550,OneBack_Digits,3.2.3,59.96569513774117,
1,22,three.wav,T,v,0,21,21,21,,,,,,,,,99.71760169498157,100.21784087759443,100.20111157420907,None,v,1,100.20116637204774,102.20121188811027,0.691563370404765,,,,,,,,,,,,,,,,,,,,,m,,21,,2021_Apr_23_1550,OneBack_Digits,3.2.3,59.96569513774117,
1,23,nine.wav,NT,n,0,22,22,22,,,,,,,,,102.21838260826189,102.7180207107449,102.70145562228863,None,n,1,102.7011730655795,104.70111951720901,0.6951720820507035,,,,,,,,,,,,,,,,,,,,,m,,21,,2021_Apr_23_1550,OneBack_Digits,3.2.3,59.96569513774117,
1,24,six.wav,NT,n,0,23,23,23,,,,,,,,,104.71773422713159,105.21780071634566,105.20117940214114,None,n,1,105.20110166777158,107.2012458020472,0.6673938828171231,,,,,,,,,,,,,,,,,,,,,m,,21,,2021_Apr_23_1550,OneBack_Digits,3.2.3,59.96569513774117,
