BlockNum,TrialNum,Stim,Target,CorrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,StimResp.keys,StimResp.corr,StimResp.started,StimResp.stopped,StimResp.rt,BreakResp.keys,BreakResp.rt,Gender (f/m),Age,participant,Ethnic,date,expName,psychopyVersion,frameRate,
1,1,three.wav,None,None,0,0,0,0,75.08928024789293,75.58942036603821,75.57284978888565,None,None,1,75.57277575831131,None,,,,f,,17,,2021_Apr_09_1034,PRACTICE_OneBack_Digits,3.2.3,59.89773662770974,
1,2,three.wav,T,v,0,1,1,1,77.52287272542253,78.02293609095341,78.00593801958603,None,v,1,78.00597331686413,80.00647042391529,0.8249933287697786,,,f,,17,,2021_Apr_09_1034,PRACTICE_OneBack_Digits,3.2.3,59.89773662770974,
1,3,three.wav,T,v,0,2,2,2,80.02313421979625,80.52338634321086,80.5065100943073,None,v,1,80.50650210668073,82.50687649879546,0.8440467191380776,,,f,,17,,2021_Apr_09_1034,PRACTICE_OneBack_Digits,3.2.3,59.89773662770974,
1,4,two.wav,NT,n,0,3,3,3,82.55685628429865,83.05686253160457,83.0402241265595,None,n,1,83.04023309590593,None,0.7424994399734715,,,f,,17,,2021_Apr_09_1034,PRACTICE_OneBack_Digits,3.2.3,59.89773662770974,
1,5,seven.wav,NT,n,0,4,4,4,85.05667689737356,85.55676569836396,85.54017727176578,None,n,1,85.5408547028378,None,1.049754436256535,,,f,,17,,2021_Apr_09_1034,PRACTICE_OneBack_Digits,3.2.3,59.89773662770974,
1,6,three.wav,NT,n,0,5,5,5,87.52324934871831,88.0234474775607,88.00685503483764,None,n,1,88.00679305263884,90.00713799316873,1.1277618669805634,,,f,,17,,2021_Apr_09_1034,PRACTICE_OneBack_Digits,3.2.3,59.89773662770974,
1,7,four.wav,NT,n,0,6,6,6,90.04431035544485,90.5572953806527,90.54065608313549,None,n,1,90.54062578370213,None,0.8257090915258232,,,f,,17,,2021_Apr_09_1034,PRACTICE_OneBack_Digits,3.2.3,59.89773662770974,
1,8,four.wav,T,v,0,7,7,7,92.51161998887983,93.01122016130512,92.99476962167209,None,v,1,92.99456082778579,94.99484106407681,0.8679163360802704,,,f,,17,,2021_Apr_09_1034,PRACTICE_OneBack_Digits,3.2.3,59.89773662770974,
1,9,six.wav,NT,n,0,8,8,8,95.02914368178699,95.52832439224858,95.52838905186427,None,n,1,95.52832439224858,None,0.9738657346874788,,,f,,17,,2021_Apr_09_1034,PRACTICE_OneBack_Digits,3.2.3,59.89773662770974,
1,10,six.wav,T,v,0,9,9,9,97.51178643495678,98.01185024672395,97.9953345566153,None,v,1,97.99586026740235,99.99587097706944,0.9141245337946202,,,f,,17,,2021_Apr_09_1034,PRACTICE_OneBack_Digits,3.2.3,59.89773662770974,
1,11,three.wav,NT,n,0,10,10,10,100.01235360108058,100.51232816562106,100.49581961529093,None,n,1,100.49572104172921,102.49685492774097,0.7823144126241459,,,f,,17,,2021_Apr_09_1034,PRACTICE_OneBack_Digits,3.2.3,59.89773662770974,
1,12,three.wav,T,v,0,11,11,11,102.51350935266282,103.01352452469155,102.99699678620736,None,v,1,102.99688928792284,104.99705171787491,0.8253070327705245,,,f,,17,,2021_Apr_09_1034,PRACTICE_OneBack_Digits,3.2.3,59.89773662770974,
1,13,seven.wav,NT,n,0,12,12,12,105.01371283633898,105.51369632560227,105.49710031298973,None,n,1,105.4970352071382,107.49710615868298,0.9009681539118901,,,f,,17,,2021_Apr_09_1034,PRACTICE_OneBack_Digits,3.2.3,59.89773662770974,
1,14,nine.wav,NT,n,0,13,13,13,107.5471372613415,108.04730236871046,108.0138810227375,None,n,1,108.01379405131502,None,0.7601556650124621,,,f,,17,,2021_Apr_09_1034,PRACTICE_OneBack_Digits,3.2.3,59.89773662770974,
1,15,five.wav,NT,n,0,14,14,14,110.03086793820148,110.53105000254345,110.53112626429838,None,n,1,110.53105000254345,None,0.6909587204804666,,,f,,17,,2021_Apr_09_1034,PRACTICE_OneBack_Digits,3.2.3,59.89773662770974,
1,16,five.wav,T,v,0,15,15,15,112.51706139227463,113.03126107223397,112.99800929599114,None,v,1,112.99793705036109,114.99773445915707,0.7279021636204561,,,f,,17,,2021_Apr_09_1034,PRACTICE_OneBack_Digits,3.2.3,59.89773662770974,
