BlockNum,TrialNum,Stim,Target,CorrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,StimResp.keys,StimResp.corr,StimResp.started,StimResp.stopped,StimResp.rt,BreakResp.keys,BreakResp.rt,Gender (f/m),Age,participant,Ethnic,date,expName,psychopyVersion,frameRate,
1,1,three.wav,None,None,0,0,0,0,129.65337225107396,130.15369220238063,130.13695526839746,None,None,1,130.1369833366498,None,,,,f,,18,,2021_Apr_09_1238,PRACTICE_OneBack_Digits,3.2.3,59.87357160164934,
1,2,three.wav,T,v,0,1,1,1,132.10618411881296,132.62000672924114,132.58668141328252,None,n,0,132.58673000839735,134.58748816358639,0.8943071871690336,,,f,,18,,2021_Apr_09_1238,PRACTICE_OneBack_Digits,3.2.3,59.87357160164934,
1,3,three.wav,T,v,0,2,2,2,134.6041582067719,135.1044910989276,135.08779968103062,None,n,0,135.08786434064496,137.08838777562778,0.8890540954216704,,,f,,18,,2021_Apr_09_1238,PRACTICE_OneBack_Digits,3.2.3,59.87357160164934,
1,4,two.wav,NT,n,0,3,3,3,137.10507254460754,137.6054870979733,137.58879211018774,None,v,0,137.58884338271855,None,1.06799969299027,,,f,,18,,2021_Apr_09_1238,PRACTICE_OneBack_Digits,3.2.3,59.87357160164934,
1,5,seven.wav,NT,n,0,4,4,4,139.58900090407406,140.08901562986648,140.07227601846733,None,v,0,140.0721626298655,142.0722804362049,1.1046405880315433,,,f,,18,,2021_Apr_09_1238,PRACTICE_OneBack_Digits,3.2.3,59.87357160164934,
1,6,three.wav,NT,n,0,5,5,5,142.0889308450005,142.58901652233908,142.57233715281671,None,v,0,142.57234067808167,144.5727463067269,1.0121920636011055,,,f,,18,,2021_Apr_09_1238,PRACTICE_OneBack_Digits,3.2.3,59.87357160164934,
1,7,four.wav,NT,n,0,6,6,6,144.5891856458329,145.0895002423058,145.07256384077135,None,v,0,145.07257361334268,147.07260574234533,0.888132171572579,,,f,,18,,2021_Apr_09_1238,PRACTICE_OneBack_Digits,3.2.3,59.87357160164934,
1,8,four.wav,T,v,0,7,7,7,147.08949577994463,147.58933959729802,147.5727106524593,None,n,0,147.5727659411168,149.57241966187757,0.6599497716615588,,,f,,18,,2021_Apr_09_1238,PRACTICE_OneBack_Digits,3.2.3,59.87357160164934,
1,9,six.wav,NT,n,0,8,8,8,149.5892258070853,150.08939850046772,150.0726316686634,None,v,0,150.07279583893614,152.07304885482336,1.0000339139460266,,,f,,18,,2021_Apr_09_1238,PRACTICE_OneBack_Digits,3.2.3,59.87357160164934,
1,10,six.wav,T,v,0,9,9,9,152.08954218850158,152.589696586203,152.57299758229254,None,n,0,152.5730408225736,154.57293238719285,1.2513630282664963,,,f,,18,,2021_Apr_09_1238,PRACTICE_OneBack_Digits,3.2.3,59.87357160164934,
1,11,three.wav,NT,n,0,10,10,10,154.58976709151284,155.08939493057915,155.07263970091498,None,v,0,155.07275969381044,157.0745660576722,0.8877104784278345,,,f,,18,,2021_Apr_09_1238,PRACTICE_OneBack_Digits,3.2.3,59.87357160164934,
1,12,three.wav,T,v,0,11,11,11,157.09121869765113,157.5914779608429,157.574844553643,None,n,0,157.57499087447104,159.57510511092005,1.0333882798768173,,,f,,18,,2021_Apr_09_1238,PRACTICE_OneBack_Digits,3.2.3,59.87357160164934,
1,13,seven.wav,NT,n,0,12,12,12,159.59183985834534,160.09201701409074,160.07535638648568,None,v,0,160.0753679440022,162.07537686872456,0.9648673830852204,,,f,,18,,2021_Apr_09_1238,PRACTICE_OneBack_Digits,3.2.3,59.87357160164934,
1,14,nine.wav,NT,n,0,13,13,13,162.09200094958942,162.59294920137108,162.57552506374503,None,v,0,162.57573207268615,164.5757601855621,0.9205588125842041,,,f,,18,,2021_Apr_09_1238,PRACTICE_OneBack_Digits,3.2.3,59.87357160164934,
1,15,five.wav,NT,n,0,14,14,14,164.592374449232,165.0923740029957,165.07574014955952,None,v,0,165.07576598663218,167.07614216369075,0.8921540978317353,,,f,,18,,2021_Apr_09_1238,PRACTICE_OneBack_Digits,3.2.3,59.87357160164934,
1,16,five.wav,T,v,0,15,15,15,167.0928461208241,167.59272340588723,167.57604760625526,None,n,0,167.57610601856504,169.57731308730217,0.8399185886810301,,,f,,18,,2021_Apr_09_1238,PRACTICE_OneBack_Digits,3.2.3,59.87357160164934,
1,17,nine.wav,NT,n,0,16,16,16,169.59426336678007,170.09389477573495,170.07721451374,None,v,0,170.07718769494932,172.07824125845764,0.8590362370505318,,,f,,18,,2021_Apr_09_1238,PRACTICE_OneBack_Digits,3.2.3,59.87357160164934,
1,18,eight.wav,NT,n,0,17,17,17,172.0948640006136,172.59482785548607,172.577920459302,None,v,0,172.57851747862333,174.57865090322593,0.7734985715978837,,,f,,18,,2021_Apr_09_1238,PRACTICE_OneBack_Digits,3.2.3,59.87357160164934,
1,19,two.wav,NT,n,0,18,18,18,174.59498850049386,175.09516253258516,175.07845237277087,None,v,0,175.07851167755325,177.07827204874957,0.7615604163565877,,,f,,18,,2021_Apr_09_1238,PRACTICE_OneBack_Digits,3.2.3,59.87357160164934,
1,20,two.wav,T,v,0,19,19,19,177.09492825861707,177.59511969391679,177.5783278728906,None,n,0,177.57839654862983,179.57905563939858,0.7576607587980106,,,f,,18,,2021_Apr_09_1238,PRACTICE_OneBack_Digits,3.2.3,59.87357160164934,
1,21,nine.wav,NT,n,0,20,20,20,179.59541465599978,180.09581983840872,180.07884238315108,None,v,0,180.07884412347084,182.0787388117442,1.1928869068069616,,,f,,18,,2021_Apr_09_1238,PRACTICE_OneBack_Digits,3.2.3,59.87357160164934,
1,22,three.wav,NT,n,0,21,21,21,182.09561323107846,182.59545392477958,182.57930289883933,None,v,0,182.57918817152859,184.579029311466,0.7565081308675872,,,f,,18,,2021_Apr_09_1238,PRACTICE_OneBack_Digits,3.2.3,59.87357160164934,
,,,,,,,,,,,,,,,,,,space,0.9829345916004968,f,,18,,2021_Apr_09_1238,PRACTICE_OneBack_Digits,3.2.3,59.87357160164934,
