Wavelength [nm],Spectral irradiance [W ⋅ m⁻² ⋅ nm⁻¹]
602,0.00223,0.00244,0.00181
603,0.00226,0.00244,0.0018
604,0.0023,0.00244,0.0018
605,0.00234,0.00243,0.00181
606,0.00239,0.00243,0.00181
607,0.00244,0.00242,0.0018
608,0.00249,0.00241,0.00179
609,0.00255,0.0024,0.00178
610,0.00261,0.00239,0.00177
611,0.00268,0.00238,0.00175
612,0.00276,0.00236,0.00174
613,0.00285,0.00235,0.00172
614,0.00294,0.00234,0.00171
615,0.00304,0.00232,0.0017
616,0.00315,0.00231,0.00168
617,0.00327,0.00229,0.00166
618,0.00339,0.00227,0.00164
619,0.00351,0.00225,0.00162
620,0.00362,0.00223,0.00161
621,0.00372,0.00221,0.0016
622,0.00381,0.00219,0.00158
623,0.00387,0.00216,0.00157
624,0.0039,0.00213,0.00154
625,0.0039,0.00211,0.00152
626,0.00386,0.00208,0.0015
627,0.0038,0.00205,0.00147
628,0.00369,0.00201,0.00145
629,0.00355,0.00198,0.00144
630,0.00338,0.00195,0.00142
631,0.0032,0.00191,0.0014
632,0.00301,0.00188,0.00138
633,0.00281,0.00185,0.00136
634,0.00262,0.00182,0.00134
635,0.00243,0.00179,0.00131
636,0.00227,0.00176,0.00129
637,0.00212,0.00173,0.00127
638,0.00199,0.0017,0.00125
639,0.00187,0.00167,0.00123
640,0.00177,0.00164,0.00121
641,0.00169,0.00161,0.00119
642,0.00161,0.00157,0.00116
643,0.00154,0.00154,0.00114
644,0.00148,0.00151,0.00112
645,0.00143,0.00148,0.00109
646,0.00138,0.00145,0.00107
647,0.00134,0.00142,0.00105
648,0.0013,0.0014,0.00103
649,0.00126,0.00137,0.00101
650,0.00123,0.00134,0.000985
651,0.0012,0.00132,0.000965
652,0.00117,0.00129,0.000948
653,0.00114,0.00126,0.000931
654,0.00112,0.00124,0.000915
655,0.00109,0.00121,0.000898
656,0.00106,0.00118,0.000879
657,0.00104,0.00116,0.000859
658,0.00101,0.00113,0.00084
659,0.000981,0.00111,0.00082
660,0.000955,0.00108,0.000802
661,0.00093,0.00106,0.000785
662,0.000905,0.00103,0.000768
663,0.000883,0.00101,0.000752
664,0.000864,0.000985,0.000737
665,0.000848,0.00096,0.000723
666,0.000832,0.000937,0.000708
667,0.000817,0.000916,0.000693
668,0.000799,0.0009,0.000675
669,0.000781,0.000887,0.000657
670,0.000762,0.000874,0.000639
671,0.000744,0.000861,0.000621
672,0.000728,0.000843,0.000604
673,0.000714,0.000823,0.000587
674,0.000699,0.000802,0.000571
675,0.000685,0.000781,0.000559
676,0.000667,0.000762,0.000552
677,0.000649,0.000745,0.000549
678,0.000631,0.000727,0.000547
679,0.000614,0.000709,0.000544
680,0.000602,0.000688,0.000537
681,0.000591,0.000668,0.000526
682,0.000582,0.000647,0.000514
683,0.000573,0.000627,0.0005
684,0.000564,0.000608,0.000484
685,0.000554,0.000591,0.000467
686,0.000544,0.000575,0.00045
687,0.000533,0.00056,0.000434
688,0.00052,0.000546,0.000421
689,0.000506,0.000532,0.00041
690,0.000491,0.00052,0.0004
691,0.000474,0.000509,0.00039
692,0.000452,0.000501,0.000379
693,0.000429,0.000494,0.000368
694,0.000408,0.000487,0.000357
695,0.00039,0.000479,0.000348
696,0.000384,0.000465,0.000342
697,0.000382,0.000449,0.000337
698,0.000382,0.000433,0.000333
699,0.000382,0.000416,0.000328
700,0.000374,0.0004,0.000322
701,0.000364,0.000385,0.000314
702,0.000353,0.000371,0.000305
703,0.000341,0.000358,0.000294
704,0.00033,0.000351,0.000277
705,0.00032,0.000345,0.00026
706,0.000309,0.00034,0.000244
707,0.0003,0.000335,0.000229
708,0.000291,0.000324,0.000225
709,0.000283,0.000313,0.000223
710,0.000276,0.000302,0.000222
711,0.000269,0.000292,0.000222
712,0.000262,0.000286,0.000218
713,0.000256,0.000282,0.000214
714,0.00025,0.000278,0.000208
715,0.000243,0.000275,0.000201
716,0.000232,0.000273,0.000192
717,0.000221,0.00027,0.000183
718,0.00021,0.000265,0.000173
719,0.000199,0.000258,0.000164
720,0.00019,0.000243,0.000156
721,0.000182,0.000226,0.000149
722,0.000174,0.000208,0.000143
723,0.000167,0.000192,0.000139
724,0.000162,0.000181,0.000141
725,0.000157,0.000171,0.000143
726,0.000153,0.000164,0.000145
727,0.000149,0.000158,0.000144
728,0.000144,0.000155,0.000133
729,0.000139,0.000152,0.00012
730,0.000136,0.00015,0.000107
731,0.000133,0.000148,0.0000976
732,0.000131,0.000145,0.000097
733,0.00013,0.000143,0.0000985
734,0.00013,0.00014,0.000101
735,0.000132,0.000138,0.000103
