BlockNum,TrialNum,Stim,Target,CorrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,StimResp.keys,StimResp.corr,StimResp.started,StimResp.stopped,StimResp.rt,Gender,Age,participant,Ethnic,date,expName,psychopyVersion,frameRate,
1,1,three.wav,None,None,0,0,0,0,18.67514600523282,19.16832099831663,19.18515532265883,None,None,1,19.18515532265883,None,,M,23,004,Spanish,2019_Jul_19_1434,PRACTICE_ThreeBack_Digits,3.1.2,60.02883017284925,
1,2,three.wav,None,None,0,1,1,1,21.158697685576044,21.65084357606247,21.667688840534538,None,None,1,21.667688840534538,None,,M,23,004,Spanish,2019_Jul_19_1434,PRACTICE_ThreeBack_Digits,3.1.2,60.02883017284925,
1,3,three.wav,None,None,0,2,2,2,23.6509493306512,24.15001887176186,24.166556718177162,None,None,1,24.166556718177162,None,,M,23,004,Spanish,2019_Jul_19_1434,PRACTICE_ThreeBack_Digits,3.1.2,60.02883017284925,
1,4,two.wav,NT,n,0,3,3,3,26.1492738481611,26.64931523834821,26.666274644900113,None,v,0,26.666274644900113,None,0.6721750276628882,M,23,004,Spanish,2019_Jul_19_1434,PRACTICE_ThreeBack_Digits,3.1.2,60.02883017284925,
1,5,seven.wav,NT,n,0,4,4,4,28.65484912635293,29.148250215570442,29.164873395231552,None,None,0,29.164873395231552,None,,M,23,004,Spanish,2019_Jul_19_1434,PRACTICE_ThreeBack_Digits,3.1.2,60.02883017284925,
1,6,three.wav,T,v,0,5,5,5,31.148411764996126,31.647473647957668,31.66418106656056,None,None,0,31.66418106656056,None,,M,23,004,Spanish,2019_Jul_19_1434,PRACTICE_ThreeBack_Digits,3.1.2,60.02883017284925,
1,7,four.wav,NT,n,0,6,6,6,33.64706047519576,34.14652604935691,34.16369404795114,None,v,0,34.16369404795114,None,0.8708071453729644,M,23,004,Spanish,2019_Jul_19_1434,PRACTICE_ThreeBack_Digits,3.1.2,60.02883017284925,
1,8,four.wav,NT,n,0,7,7,7,36.150228557758965,36.64613238663878,36.66349986044224,None,None,0,36.66349986044224,None,,M,23,004,Spanish,2019_Jul_19_1434,PRACTICE_ThreeBack_Digits,3.1.2,60.02883017284925,
1,9,three.wav,T,v,0,8,8,8,38.64989397174213,39.1454812658485,39.1630660839146,None,None,0,39.1630660839146,None,,M,23,004,Spanish,2019_Jul_19_1434,PRACTICE_ThreeBack_Digits,3.1.2,60.02883017284925,
1,10,six.wav,NT,n,0,9,9,9,41.14805365772918,41.64395347516984,41.660843594232574,None,None,0,41.660843594232574,None,,M,23,004,Spanish,2019_Jul_19_1434,PRACTICE_ThreeBack_Digits,3.1.2,60.02883017284925,
