BlockNum,TrialNum,Stim,Target,CorrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,StimResp.keys,StimResp.corr,StimResp.started,StimResp.stopped,StimResp.rt,Gender,Age,participant,Ethnic,date,expName,psychopyVersion,frameRate,
1,1,three.wav,None,None,0,0,0,0,78.62109222728759,79.12562855670694,79.12562855670694,None,None,1,79.12562855670694,None,,f,23,003,spanish,2019_Jul_19_1307,PRACTICE_ThreeBack_Digits,3.1.2,60.02541376576971,
1,2,three.wav,None,None,0,1,1,1,81.09332742565311,81.59133577300236,81.6080738240853,None,n,0,81.6080738240853,None,1.1754616283578798,f,23,003,spanish,2019_Jul_19_1307,PRACTICE_ThreeBack_Digits,3.1.2,60.02541376576971,
1,3,three.wav,None,None,0,2,2,2,83.59223796997685,84.09064307971857,84.10716852743644,None,n,0,84.10716852743644,None,1.5242180078057572,f,23,003,spanish,2019_Jul_19_1307,PRACTICE_ThreeBack_Digits,3.1.2,60.02541376576971,
1,4,two.wav,NT,n,0,3,3,3,86.09201387944631,86.58996059733909,86.6064393670531,None,n,1,86.6064393670531,None,1.2160841953009367,f,23,003,spanish,2019_Jul_19_1307,PRACTICE_ThreeBack_Digits,3.1.2,60.02541376576971,
1,5,seven.wav,NT,n,0,4,4,4,88.59197795926593,89.08956985187251,89.10699457919691,None,n,1,89.10699457919691,None,1.684903881745413,f,23,003,spanish,2019_Jul_19_1307,PRACTICE_ThreeBack_Digits,3.1.2,60.02541376576971,
1,6,three.wav,T,v,0,5,5,5,91.08980397100095,91.58800012397114,91.60461272811517,None,v,1,91.60461272811517,None,1.1697632735595107,f,23,003,spanish,2019_Jul_19_1307,PRACTICE_ThreeBack_Digits,3.1.2,60.02541376576971,
1,7,four.wav,NT,n,0,6,6,6,93.59277950692922,94.0871870892588,94.10373259382322,None,n,1,94.10373259382322,None,1.663271211553365,f,23,003,spanish,2019_Jul_19_1307,PRACTICE_ThreeBack_Digits,3.1.2,60.02541376576971,
1,8,four.wav,NT,n,0,7,7,7,96.08704559667967,96.58627048775088,96.60291153623257,None,n,1,96.60291153623257,None,1.6354347520973533,f,23,003,spanish,2019_Jul_19_1307,PRACTICE_ThreeBack_Digits,3.1.2,60.02541376576971,
1,9,three.wav,T,v,0,8,8,8,98.58780976559501,99.08761156664696,99.10500602622051,None,v,1,99.10500602622051,None,1.4137663440778852,f,23,003,spanish,2019_Jul_19_1307,PRACTICE_ThreeBack_Digits,3.1.2,60.02541376576971,
1,10,six.wav,NT,n,0,9,9,9,101.09603729867376,101.59056376374792,101.60808439960238,None,n,1,101.60808439960238,None,1.5028303968720138,f,23,003,spanish,2019_Jul_19_1307,PRACTICE_ThreeBack_Digits,3.1.2,60.02541376576971,
1,11,three.wav,NT,n,0,10,10,10,103.58480523817707,104.08375407301355,104.10051145160105,None,n,1,104.10051145160105,None,1.433821810525842,f,23,003,spanish,2019_Jul_19_1307,PRACTICE_ThreeBack_Digits,3.1.2,60.02541376576971,
1,12,three.wav,T,v,0,11,11,11,106.08571928692982,106.58317479246762,106.6003901984077,None,n,0,106.6003901984077,None,1.5023920618696138,f,23,003,spanish,2019_Jul_19_1307,PRACTICE_ThreeBack_Digits,3.1.2,60.02541376576971,
1,13,seven.wav,NT,n,0,12,12,12,108.58312009181827,109.08187455672305,109.09862573596183,None,v,0,109.09862573596183,None,1.3809408156666905,f,23,003,spanish,2019_Jul_19_1307,PRACTICE_ThreeBack_Digits,3.1.2,60.02541376576971,
1,14,nine.wav,NT,n,0,13,13,13,111.08638335356954,111.58117347606458,111.59807854657993,None,n,1,111.59807854657993,None,0.9775289503159001,f,23,003,spanish,2019_Jul_19_1307,PRACTICE_ThreeBack_Digits,3.1.2,60.02541376576971,
1,15,five.wav,NT,n,0,14,14,14,113.58754793158732,114.08028130757157,114.09691579197533,None,n,1,114.09691579197533,None,1.2378652867628261,f,23,003,spanish,2019_Jul_19_1307,PRACTICE_ThreeBack_Digits,3.1.2,60.02541376576971,
1,16,seven.wav,T,v,0,15,15,15,116.08064634352922,116.57944712182507,116.59613849490415,None,n,0,116.59613849490415,None,1.906772858928889,f,23,003,spanish,2019_Jul_19_1307,PRACTICE_ThreeBack_Digits,3.1.2,60.02541376576971,
1,17,nine.wav,T,v,0,16,16,16,118.5803701049881,119.0786107480526,119.09523793903645,None,n,0,119.09523793903645,None,1.8641559043899179,f,23,003,spanish,2019_Jul_19_1307,PRACTICE_ThreeBack_Digits,3.1.2,60.02541376576971,
1,18,eight.wav,NT,n,0,17,17,17,121.08429123391397,121.5776915937895,121.59443584433757,None,n,1,121.59443584433757,None,1.2278178612468764,f,23,003,spanish,2019_Jul_19_1307,PRACTICE_ThreeBack_Digits,3.1.2,60.02541376576971,
1,19,two.wav,NT,n,0,18,18,18,123.5788880805485,124.07673013780732,124.0934725649422,None,n,1,124.0934725649422,None,1.4654005276970565,f,23,003,spanish,2019_Jul_19_1307,PRACTICE_ThreeBack_Digits,3.1.2,60.02541376576971,
1,20,two.wav,NT,n,0,19,19,19,126.0787693799939,126.57593533652835,126.59259461855981,None,n,1,126.59259461855981,None,1.3102025932166725,f,23,003,spanish,2019_Jul_19_1307,PRACTICE_ThreeBack_Digits,3.1.2,60.02541376576971,
1,21,eight.wav,T,v,0,20,20,20,128.57828491413966,129.0750796351349,129.09177757240832,None,v,1,129.09177757240832,None,1.1390831067692488,f,23,003,spanish,2019_Jul_19_1307,PRACTICE_ThreeBack_Digits,3.1.2,60.02541376576971,
1,22,three.wav,NT,n,0,21,21,21,131.0757360436255,131.57428920990787,131.59092296508607,None,None,0,131.59092296508607,None,,f,23,003,spanish,2019_Jul_19_1307,PRACTICE_ThreeBack_Digits,3.1.2,60.02541376576971,
