BlockNum,TrialNum,Stim,Target,CorrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,trials3.thisRepN,trials3.thisTrialN,trials3.thisN,trials3.thisIndex,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,StimResp.keys,StimResp.corr,StimResp.started,StimResp.stopped,StimResp.rt,BreakResp.keys,BreakResp.rt,Fixation_2.started,Fixation_2.stopped,Stimulus_2.started,Stimulus_2.stopped,StimResp_2.keys,StimResp_2.corr,StimResp_2.started,StimResp_2.stopped,StimResp_2.rt,Fixation_3.started,Fixation_3.stopped,Stimulus_3.started,Stimulus_3.stopped,StimResp_3.keys,StimResp_3.corr,StimResp_3.started,StimResp_3.stopped,StimResp_3.rt,Gender,Age,participant,Ethnic,date,expName,psychopyVersion,frameRate,
1,1,nine.wav,None,None,0,0,0,0,,,,,,,,,25.124487500055693,25.615688526886515,25.64281460654456,None,None,1,25.64281460654456,None,,,,,,,,,,,,,,,,,,,,,,M,25,001,Chinese,2019_Jul_18_1401,ThreeBack_Digits,3.1.2,60.08644209101896,
1,2,seven.wav,None,None,0,1,1,1,,,,,,,,,27.57112203910947,28.060657976544462,28.08651427051518,None,None,1,28.08651427051518,None,,,,,,,,,,,,,,,,,,,,,,M,25,001,Chinese,2019_Jul_18_1401,ThreeBack_Digits,3.1.2,60.08644209101896,
1,3,three.wav,None,None,0,2,2,2,,,,,,,,,30.06168160913512,30.55267404404003,30.57591345626861,None,None,1,30.57591345626861,None,,,,,,,,,,,,,,,,,,,,,,M,25,001,Chinese,2019_Jul_18_1401,ThreeBack_Digits,3.1.2,60.08644209101896,
1,4,five.wav,NT,n,0,3,3,3,,,,,,,,,32.57848584803287,33.090009280946106,33.090009280946106,None,n,1,33.090009280946106,None,0.8538594082929194,,,,,,,,,,,,,,,,,,,,,M,25,001,Chinese,2019_Jul_18_1401,ThreeBack_Digits,3.1.2,60.08644209101896,
1,5,two.wav,NT,n,0,4,4,4,,,,,,,,,35.07411544409115,35.56247057556175,35.589089032728225,None,n,1,35.589089032728225,None,0.8590534224640578,,,,,,,,,,,,,,,,,,,,,M,25,001,Chinese,2019_Jul_18_1401,ThreeBack_Digits,3.1.2,60.08644209101896,
1,6,six.wav,NT,n,0,5,5,5,,,,,,,,,37.57288777793292,38.06086985068396,38.08661090838723,None,n,1,38.08661090838723,None,0.9457518520066515,,,,,,,,,,,,,,,,,,,,,M,25,001,Chinese,2019_Jul_18_1401,ThreeBack_Digits,3.1.2,60.08644209101896,
1,7,seven.wav,NT,n,0,6,6,6,,,,,,,,,40.07249994983431,40.57063265016768,40.57063265016768,None,n,1,40.57063265016768,None,1.5413903824519366,,,,,,,,,,,,,,,,,,,,,M,25,001,Chinese,2019_Jul_18_1401,ThreeBack_Digits,3.1.2,60.08644209101896,
1,8,two.wav,T,v,0,7,7,7,,,,,,,,,42.57404560944997,43.088549866108224,43.088549866108224,None,v,1,43.088549866108224,None,1.1835865064058453,,,,,,,,,,,,,,,,,,,,,M,25,001,Chinese,2019_Jul_18_1401,ThreeBack_Digits,3.1.2,60.08644209101896,
1,9,six.wav,T,v,0,8,8,8,,,,,,,,,45.070730199688114,45.56193523807451,45.58877395663876,None,v,1,45.58877395663876,None,1.9072662593098357,,,,,,,,,,,,,,,,,,,,,M,25,001,Chinese,2019_Jul_18_1401,ThreeBack_Digits,3.1.2,60.08644209101896,
1,10,one.wav,NT,n,0,9,9,9,,,,,,,,,47.56503932073247,48.05063097260427,48.07761008979287,None,n,1,48.07761008979287,None,1.1386422191280872,,,,,,,,,,,,,,,,,,,,,M,25,001,Chinese,2019_Jul_18_1401,ThreeBack_Digits,3.1.2,60.08644209101896,
1,11,two.wav,T,v,0,10,10,10,,,,,,,,,50.05673155991826,50.5696961741196,50.5696961741196,None,n,0,50.5696961741196,None,1.470720718265511,,,,,,,,,,,,,,,,,,,,,M,25,001,Chinese,2019_Jul_18_1401,ThreeBack_Digits,3.1.2,60.08644209101896,
1,12,five.wav,NT,n,0,11,11,11,,,,,,,,,52.570790188154206,53.082835101056844,53.082835101056844,None,None,0,53.082835101056844,None,,,,,,,,,,,,,,,,,,,,,,M,25,001,Chinese,2019_Jul_18_1401,ThreeBack_Digits,3.1.2,60.08644209101896,
1,13,five.wav,NT,n,0,12,12,12,,,,,,,,,55.065660903113894,55.562844363739714,55.584814719622955,None,n,1,55.584814719622955,None,1.1753117485204712,,,,,,,,,,,,,,,,,,,,,M,25,001,Chinese,2019_Jul_18_1401,ThreeBack_Digits,3.1.2,60.08644209101896,
1,14,two.wav,T,v,0,13,13,13,,,,,,,,,57.5657358430326,58.05081476701889,58.07599021948408,None,v,1,58.07599021948408,None,1.4760018889792264,,,,,,,,,,,,,,,,,,,,,M,25,001,Chinese,2019_Jul_18_1401,ThreeBack_Digits,3.1.2,60.08644209101896,
1,15,one.wav,NT,n,0,14,14,14,,,,,,,,,60.08109780668747,60.5665862566093,60.59266572946217,None,n,1,60.59266572946217,None,1.6074152275687084,,,,,,,,,,,,,,,,,,,,,M,25,001,Chinese,2019_Jul_18_1401,ThreeBack_Digits,3.1.2,60.08644209101896,
1,16,four.wav,NT,n,0,15,15,15,,,,,,,,,62.5689197886968,63.07953154318966,63.07953154318966,None,n,1,63.07953154318966,None,1.6969766919501126,,,,,,,,,,,,,,,,,,,,,M,25,001,Chinese,2019_Jul_18_1401,ThreeBack_Digits,3.1.2,60.08644209101896,
1,17,three.wav,NT,n,0,16,16,16,,,,,,,,,65.06368256092537,65.55246034660377,65.57848621276207,None,n,1,65.57848621276207,None,1.4615262590814382,,,,,,,,,,,,,,,,,,,,,M,25,001,Chinese,2019_Jul_18_1401,ThreeBack_Digits,3.1.2,60.08644209101896,
