BlockNum,TrialNum,Stim,Target,CorrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,trials3.thisRepN,trials3.thisTrialN,trials3.thisN,trials3.thisIndex,text.started,text.stopped,Fixation.started,Fixation.stopped,Stimulus.started,Stimulus.stopped,StimResp.keys,StimResp.corr,StimResp.started,StimResp.stopped,StimResp.rt,text_3.started,text_3.stopped,BreakMsg.started,BreakMsg.stopped,BreakResp.keys,BreakResp.rt,BreakResp.started,BreakResp.stopped,Fixation_2.started,Fixation_2.stopped,Stimulus_2.started,Stimulus_2.stopped,StimResp_2.keys,StimResp_2.corr,StimResp_2.started,StimResp_2.stopped,StimResp_2.rt,Fixation_3.started,Fixation_3.stopped,Stimulus_3.started,Stimulus_3.stopped,StimResp_3.keys,StimResp_3.corr,StimResp_3.started,StimResp_3.stopped,StimResp_3.rt,text_4.started,text_4.stopped,Gender,Age,participant,Ethnic,date,expName,psychopyVersion,frameRate,
3,1,two.wav,None,None,,,,,,,,,0,0,0,0,1420.1514273649082,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1421.9369539484615,1422.4443506021053,1422.4443506021053,None,None,1,1422.4443506021053,None,,,,F,26,001,Chinese,2019_Jun_13_1717,ThreeBack_Digits,3.1.2,60.123132230491194,
3,2,seven.wav,None,None,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1424.443054920528,1424.9567833838519,1424.9567833838519,None,None,1,1424.9567833838519,None,,,,F,26,001,Chinese,2019_Jun_13_1717,ThreeBack_Digits,3.1.2,60.123132230491194,
3,3,three.wav,None,None,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426.9381704961415,1427.443741598865,1427.443741598865,None,None,1,1427.443741598865,None,,,,F,26,001,Chinese,2019_Jun_13_1717,ThreeBack_Digits,3.1.2,60.123132230491194,
3,4,six.wav,NT,n,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1429.443675228511,1429.9381770602195,1429.9647894053487,None,n,1,1429.9647894053487,None,1.0703416909091175,,,F,26,001,Chinese,2019_Jun_13_1717,ThreeBack_Digits,3.1.2,60.123132230491194,
3,5,six.wav,NT,n,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431.9415061561158,1432.4560697196284,1432.4560697196284,None,n,1,1432.4560697196284,None,1.1712057461263612,,,F,26,001,Chinese,2019_Jun_13_1717,ThreeBack_Digits,3.1.2,60.123132230491194,
3,6,one.wav,NT,n,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1434.438636547653,1434.9292659214698,1434.955054835882,None,n,1,1434.955054835882,None,1.184079781640321,,,F,26,001,Chinese,2019_Jun_13_1717,ThreeBack_Digits,3.1.2,60.123132230491194,
3,7,seven.wav,NT,n,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1436.9349471552996,1437.4393246847903,1437.4393246847903,None,n,1,1437.4393246847903,None,1.9083337162155658,,,F,26,001,Chinese,2019_Jun_13_1717,ThreeBack_Digits,3.1.2,60.123132230491194,
3,8,five.wav,NT,n,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1439.4390048669884,1439.9476352079073,1439.9476352079073,None,n,1,1439.9476352079073,None,1.120135176810436,,,F,26,001,Chinese,2019_Jun_13_1717,ThreeBack_Digits,3.1.2,60.123132230491194,
3,9,nine.wav,NT,n,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1441.9213302817661,1442.42899715784,1442.42899715784,None,n,1,1442.42899715784,None,0.9180876133032143,,,F,26,001,Chinese,2019_Jun_13_1717,ThreeBack_Digits,3.1.2,60.123132230491194,
3,10,seven.wav,T,v,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444.429667425924,1444.9330194961512,1444.9330194961512,None,v,1,1444.9330194961512,None,1.1986407923977822,,,F,26,001,Chinese,2019_Jun_13_1717,ThreeBack_Digits,3.1.2,60.123132230491194,
3,11,three.wav,NT,n,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1446.9364598171087,1447.4453213604866,1447.4453213604866,None,n,1,1447.4453213604866,None,0.7340814955532551,,,F,26,001,Chinese,2019_Jun_13_1717,ThreeBack_Digits,3.1.2,60.123132230491194,
3,12,two.wav,NT,n,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1449.4219316268573,1449.9346878731158,1449.9346878731158,None,n,1,1449.9346878731158,None,0.9165155099472031,,,F,26,001,Chinese,2019_Jun_13_1717,ThreeBack_Digits,3.1.2,60.123132230491194,
3,13,four.wav,NT,n,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1451.9346514058998,1452.4425009828992,1452.4425009828992,None,n,1,1452.4425009828992,None,1.041222951374948,,,F,26,001,Chinese,2019_Jun_13_1717,ThreeBack_Digits,3.1.2,60.123132230491194,
3,14,three.wav,T,v,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454.4188917163992,1454.9210549540585,1454.9469496234087,None,v,1,1454.9469496234087,None,1.1522208923706785,,,F,26,001,Chinese,2019_Jun_13_1717,ThreeBack_Digits,3.1.2,60.123132230491194,
